scientificName,linkName,linkTaxonID,taxonRank,reportingStatus,direct_solow_pp,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Salicornia pacifica,Salicornia pacifica,78931,species,new,1,Tracheophyta,78931,Salicornia pacifica,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,pacifica,,,accepted
Salix alba,Salix alba,54841,species,new,0.833333333333333,Tracheophyta,54841,Salix alba,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,alba,,,accepted
Salix boothii,Salix boothii,78934,species,unconfirmed,0.158273381294964,Tracheophyta,78934,Salix boothii,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,boothii,,,accepted
Salix candida,Salix candida,168322,species,unconfirmed,0.611510791366906,Tracheophyta,168322,Salix candida,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,candida,,,accepted
Salix fragilis,Salix × fragilis,495238,hybrid,new,0.971223021582734,Tracheophyta,495238,Salix × fragilis,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,,,,invalid
Salix geyeriana,Salix geyeriana,78940,species,confirmed,0.803418803418803,Tracheophyta,78940,Salix geyeriana,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,geyeriana,,,accepted
Salix hookeriana,Salix hookeriana,78941,species,confirmed,,Tracheophyta,78941,Salix hookeriana,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,hookeriana,,,accepted
Salix lasiandra var. lasiandra,Salix lasiandra; Salix lasiandra lasiandra,78943; 81358,variety,confirmed,,Tracheophyta,81358,Salix lasiandra lasiandra,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,lasiandra,,Salix lasiandra lasiandra,accepted
Salix lucida,Salix lucida,54846,species,confirmed,0.970588235294118,Tracheophyta,54846,Salix lucida,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,lucida,,,accepted
Salix prolixa,Salix prolixa,78952,species,confirmed,0.846153846153846,Tracheophyta,78952,Salix prolixa,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,prolixa,,,accepted
Salix pseudomonticola,Salix pseudomonticola,168352,species,unconfirmed,0.676258992805755,Tracheophyta,168352,Salix pseudomonticola,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,pseudomonticola,,,accepted
Salix scouleriana,Salix scouleriana,71076,species,confirmed,1,Tracheophyta,71076,Salix scouleriana,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,scouleriana,,,accepted
Salix sitchensis,Salix sitchensis,61100,species,confirmed,1,Tracheophyta,61100,Salix sitchensis,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,sitchensis,,,accepted
Sambucus cerulea,Sambucus cerulea,143799,species,new,1,Tracheophyta,143799,Sambucus cerulea,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,cerulea,,,accepted
Sambucus racemosa var. arborescens,Sambucus racemosa; Sambucus racemosa arborescens,57824; 543175,variety,confirmed,1,Tracheophyta,543175,Sambucus racemosa arborescens,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,racemosa,,Sambucus racemosa arborescens,accepted
Sanicula arctopoides,Sanicula arctopoides,55466,species,confirmed,1,Tracheophyta,55466,Sanicula arctopoides,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,arctopoides,,,accepted
Sanicula bipinnatifida,Sanicula bipinnatifida,56840,species,confirmed,1,Tracheophyta,56840,Sanicula bipinnatifida,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,bipinnatifida,,,accepted
Sanicula crassicaulis var. crassicaulis,Sanicula crassicaulis; Sanicula crassicaulis crassicaulis,53201; 68470,variety,confirmed,1,Tracheophyta,68470,Sanicula crassicaulis crassicaulis,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,crassicaulis,,Sanicula crassicaulis crassicaulis,accepted
Sanicula crassicaulis var. tripartita,Sanicula crassicaulis tripartita,68471,variety,confirmed,1,Tracheophyta,68471,Sanicula crassicaulis tripartita,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,crassicaulis,,Sanicula crassicaulis tripartita,accepted
Sanicula europaea,Sanicula europaea,168412,species,confirmed,1,Tracheophyta,168412,Sanicula europaea,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,europaea,,,accepted
Sanicula graveolens,Sanicula graveolens,78979,species,confirmed,1,Tracheophyta,78979,Sanicula graveolens,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,graveolens,,,accepted
Saponaria officinalis,Saponaria officinalis,56154,species,confirmed,0.972972972972973,Tracheophyta,56154,Saponaria officinalis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,officinalis,,,accepted
Saxifraga cespitosa,Saxifraga cespitosa,78985,species,confirmed,,Tracheophyta,78985,Saxifraga cespitosa,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,Saxifraga,cespitosa,,,accepted
Saxifraga mertensiana,Saxifraga mertensiana,,species,unconfirmed,0.107913669064748,Tracheophyta,68218,Saxifraga mertensiana,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,Saxifraga,mertensiana,,,accepted
Saxifraga tridactylites,Saxifraga tridactylites,168479,species,confirmed,1,Tracheophyta,168479,Saxifraga tridactylites,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,Saxifraga,tridactylites,,,accepted
Scandix pecten-veneris,Scandix pecten-veneris,56843,species,confirmed,1,Tracheophyta,56843,Scandix pecten-veneris,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Scandix,pecten-veneris,,,accepted
Sceptridium multifidum,Sceptridium multifidum,78990,species,confirmed,0.854700854700855,Tracheophyta,78990,Sceptridium multifidum,Plantae,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Sceptridium,multifidum,,,accepted
Schedonorus arundinaceus,Lolium arundinaceum,164708,species,confirmed,1,Tracheophyta,164708,Lolium arundinaceum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Lolium,arundinaceum,,,unaccepted
Schoenoplectus acutus,Schoenoplectus acutus,59205,species,confirmed,1,Tracheophyta,59205,Schoenoplectus acutus,Plantae,Angiospermae,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Schoenoplectieae,Schoenoplectus,acutus,,,accepted
Schoenoplectus subterminalis,Schoenoplectus subterminalis,78997,species,new,0.971223021582734,Tracheophyta,78997,Schoenoplectus subterminalis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Schoenoplectieae,Schoenoplectus,subterminalis,,,accepted
Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,78998,species,confirmed,1,Tracheophyta,78998,Schoenoplectus tabernaemontani,Plantae,Angiospermae,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Schoenoplectieae,Schoenoplectus,tabernaemontani,,,accepted
Scilla sardensis,Scilla sardensis,371533,species,new,0.263157894736842,Tracheophyta,371533,Scilla sardensis,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,Hyacintheae,Scilla,sardensis,,,accepted
Scirpus cyperinus,Scirpus cyperinus,79002,species,new,0.75,Tracheophyta,79002,Scirpus cyperinus,Plantae,Angiospermae,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,cyperinus,,,accepted
Scirpus microcarpus,Scirpus microcarpus,59068,species,confirmed,1,Tracheophyta,59068,Scirpus microcarpus,Plantae,Angiospermae,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,microcarpus,,,accepted
Scleranthus annuus ssp. annuus,Scleranthus annuus annuus; Scleranthus annuus,80182; 61935,subspecies,confirmed,1,Tracheophyta,80182,Scleranthus annuus annuus,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Scleranthus,annuus,Scleranthus annuus annuus,,accepted
Scutellaria galericulata,Scutellaria galericulata,79016,species,confirmed,1,Tracheophyta,79016,Scutellaria galericulata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Scutellarioideae,,Scutellaria,galericulata,,,accepted
Secale cereale,Secale cereale,79021,species,new,0.870503597122302,Tracheophyta,79021,Secale cereale,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Secale,cereale,,,accepted
Securigera varia,Securigera varia,127186,species,new,1,Tracheophyta,127186,Securigera varia,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Securigera,varia,,,accepted
Sedum acre,Sedum acre,55734,species,confirmed,1,Tracheophyta,55734,Sedum acre,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,acre,,,accepted
Sedum album,Sedum album,79025,species,confirmed,1,Tracheophyta,79025,Sedum album,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,album,,,accepted
Sedum divergens,Sedum divergens,61155,species,new,1,Tracheophyta,61155,Sedum divergens,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,divergens,,,accepted
Sedum lanceolatum,Sedum lanceolatum; Sedum lanceolatum nesioticum,79026; 238479,species,confirmed,1,Tracheophyta,79026,Sedum lanceolatum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,lanceolatum,,,accepted
Sedum oreganum,Sedum oreganum oreganum; Sedum oreganum,238481; 79030,species,confirmed,0.991525423728814,Tracheophyta,79030,Sedum oreganum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,oreganum,,,accepted
Sedum rupestre,Petrosedum forsterianum; Petrosedum rupestre,710296; 734805,species,new,1,Tracheophyta,734805,Petrosedum rupestre,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,rupestre,,,unaccepted
Sedum spathulifolium,Sedum spathulifolium; Sedum spathulifolium pruinosum,58886; 238487,species,confirmed,1,Tracheophyta,58886,Sedum spathulifolium,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,spathulifolium,,,accepted
Sedum stenopetalum,Sedum stenopetalum,79033,species,unconfirmed,0.416666666666667,Tracheophyta,79033,Sedum stenopetalum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,stenopetalum,,,accepted
Selaginella wallacei,Selaginella wallacei,63875,species,confirmed,,Tracheophyta,63875,Selaginella wallacei,Plantae,,Lycopodiopsida,,,Selaginellales,,,Selaginellaceae,,,Selaginella,wallacei,,,accepted
Senecio sylvaticus,Senecio sylvaticus,53210,species,new,1,Tracheophyta,53210,Senecio sylvaticus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,sylvaticus,,,accepted
Senecio vulgaris,Senecio vulgaris,53211,species,confirmed,1,Tracheophyta,53211,Senecio vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,vulgaris,,,accepted
Sericocarpus rigidus,Sericocarpus rigidus,168858,species,confirmed,1,Tracheophyta,168858,Sericocarpus rigidus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Sericocarpus,rigidus,,,accepted
Setaria viridis,Setaria viridis,79070,species,new,1,Tracheophyta,79070,Setaria viridis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Setaria,viridis,,,accepted
Shepherdia canadensis,Shepherdia canadensis,79072,species,confirmed,,Tracheophyta,79072,Shepherdia canadensis,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Elaeagnaceae,,,Shepherdia,canadensis,,,accepted
Sherardia arvensis,Sherardia arvensis,47691,species,confirmed,1,Tracheophyta,47691,Sherardia arvensis,Plantae,Angiospermae,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Sherardia,arvensis,,,accepted
Sidalcea hendersonii,Sidalcea hendersonii,168942,species,confirmed,1,Tracheophyta,168942,Sidalcea hendersonii,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Sidalcea,hendersonii,,,accepted
Silene antirrhina,Silene antirrhina,58780,species,confirmed,0.98,Tracheophyta,58780,Silene antirrhina,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,antirrhina,,,accepted
Silene dioica,Silene dioica,55759,species,new,0.5,Tracheophyta,55759,Silene dioica,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,dioica,,,accepted
Silene gallica,Silene gallica,53212,species,confirmed,1,Tracheophyta,53212,Silene gallica,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,gallica,,,accepted
Silene latifolia ssp. alba,Silene latifolia,79109,species,confirmed,1,Tracheophyta,128683,Silene latifolia alba,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,latifolia,Silene latifolia alba,,accepted
Silene menziesii,Silene menziesii,79111,species,confirmed,1,Tracheophyta,79111,Silene menziesii,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,menziesii,,,accepted
Silene noctiflora,Silene noctiflora,79112,species,unconfirmed,0.223021582733813,Tracheophyta,79112,Silene noctiflora,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,noctiflora,,,accepted
Silene scouleri ssp. scouleri,Silene scouleri; Silene scouleri scouleri,59789; 80215,subspecies,confirmed,0.992248062015504,Tracheophyta,80215,Silene scouleri scouleri,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,scouleri,Silene scouleri scouleri,,accepted
Silene vulgaris,Silene vulgaris,55721,species,confirmed,0.98,Tracheophyta,55721,Silene vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,vulgaris,,,accepted
Silybum marianum,Silybum marianum,52586,species,new,1,Tracheophyta,52586,Silybum marianum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Silybum,marianum,,,accepted
Sinapis arvensis,Sinapis arvensis; Mutarda arvensis,1562069,species,confirmed,1,Tracheophyta,1562069,Mutarda arvensis,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassiceae,Mutarda,arvensis,,,unaccepted
Sisymbrium altissimum,Sisymbrium altissimum,56996,species,confirmed,0.973214285714286,Tracheophyta,56996,Sisymbrium altissimum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,altissimum,,,accepted
Sisymbrium loeselii,Sisymbrium loeselii,79125,species,unconfirmed,0.60431654676259,Tracheophyta,79125,Sisymbrium loeselii,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,loeselii,,,accepted
Sisymbrium officinale,Sisymbrium officinale,53266,species,confirmed,1,Tracheophyta,53266,Sisymbrium officinale,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,officinale,,,accepted
Sisyrinchium californicum,Sisyrinchium californicum,60550,species,new,1,Tracheophyta,60550,Sisyrinchium californicum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,californicum,,,accepted
Sisyrinchium idahoense,Sisyrinchium idahoense,79129,species,confirmed,1,Tracheophyta,79129,Sisyrinchium idahoense,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,idahoense,,,accepted
Sisyrinchium idahoense var. idahoense,Sisyrinchium idahoense idahoense,81372,variety,new,0.4,Tracheophyta,81372,Sisyrinchium idahoense idahoense,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,idahoense,,Sisyrinchium idahoense idahoense,accepted
Sisyrinchium littorale,Sisyrinchium littorale,169021,species,confirmed,0.953125,Tracheophyta,169021,Sisyrinchium littorale,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,littorale,,,accepted
Sium suave,Sium suave,79131,species,confirmed,0.956521739130435,Tracheophyta,79131,Sium suave,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Sium,suave,,,accepted
Solanum americanum,Solanum americanum,59035,species,confirmed,,Tracheophyta,59035,Solanum americanum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,americanum,,,accepted
Solanum dulcamara var. dulcamara,Solanum dulcamara,55620,species,confirmed,1,Tracheophyta,55620,Solanum dulcamara,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,dulcamara,,,unaccepted
Solanum nigrum,Solanum nigrum,79141,complex,confirmed,0.964285714285714,Tracheophyta,1351686,Solanum nigrum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,nigrum,,,accepted
Solanum physalifolium var. nitidibaccatum,Solanum physalifolium nitidibaccatum; Solanum physalifolium; Solanum sarrachoides; Solanum nitidibaccatum,79142; 120519; 406080,variety,confirmed,,Tracheophyta,406080,Solanum nitidibaccatum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,nitidibaccatum,,,unaccepted
Solanum rostratum,Solanum rostratum,62642,species,confirmed,0.988888888888889,Tracheophyta,62642,Solanum rostratum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,rostratum,,,accepted
Solanum triflorum,Solanum triflorum,,,,,Tracheophyta,79144,Solanum triflorum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,triflorum,,,accepted
Solidago canadensis,Solidago canadensis,67808,species,confirmed,1,Tracheophyta,67808,Solidago canadensis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,canadensis,,,accepted
Solidago elongata,Solidago elongata,79150,species,new,0.666666666666667,Tracheophyta,79150,Solidago elongata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,elongata,,,accepted
Solidago lepida,Solidago lepida,79152,species,confirmed,1,Tracheophyta,79152,Solidago lepida,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,lepida,,,accepted
Solidago lepida var. lepida,Solidago lepida lepida,333642,variety,unconfirmed,0.579710144927536,Tracheophyta,333642,Solidago lepida lepida,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,lepida,,Solidago lepida lepida,accepted
Solidago lepida var. salebrosa,Solidago lepida salebrosa,81375,variety,unconfirmed,0.804347826086957,Tracheophyta,81375,Solidago lepida salebrosa,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,lepida,,Solidago lepida salebrosa,accepted
Soliva sessilis,Soliva sessilis,60150,species,new,1,Tracheophyta,60150,Soliva sessilis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Soliva,sessilis,,,accepted
Sonchus arvensis,Sonchus arvensis,79156,species,new,1,Tracheophyta,79156,Sonchus arvensis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,arvensis,,,accepted
Sonchus arvensis ssp. arvensis,Sonchus arvensis arvensis,80219,subspecies,new,0.666666666666667,Tracheophyta,80219,Sonchus arvensis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,arvensis,Sonchus arvensis arvensis,,accepted
Sonchus asper,Sonchus asper,53269,species,confirmed,1,Tracheophyta,53269,Sonchus asper,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,asper,,,accepted
Sonchus oleraceus,Sonchus oleraceus,53294,species,confirmed,1,Tracheophyta,53294,Sonchus oleraceus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,oleraceus,,,accepted
Sorbus aucuparia,Sorbus aucuparia,56063,species,confirmed,1,Tracheophyta,56063,Sorbus aucuparia,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,aucuparia,,,accepted
Sorbus scopulina,Sorbus scopulina,79159,species,new,1,Tracheophyta,79159,Sorbus scopulina,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,scopulina,,,accepted
Sorghum bicolor ssp. bicolor,Sorghum bicolor,58389,species,new,0.2,Tracheophyta,181685,Sorghum bicolor bicolor,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Andropogoneae,Sorghum,bicolor,Sorghum bicolor bicolor,,accepted
Sparganium angustifolium,Sparganium angustifolium,79161,species,unconfirmed,0.669064748201439,Tracheophyta,79161,Sparganium angustifolium,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,angustifolium,,,accepted
Sparganium emersum,Sparganium emersum,62575,species,confirmed,1,Tracheophyta,62575,Sparganium emersum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,emersum,,,accepted
Sparganium eurycarpum,Sparganium eurycarpum,63348,species,unconfirmed,0.640625,Tracheophyta,63348,Sparganium eurycarpum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,eurycarpum,,,accepted
Sparganium natans,Sparganium natans,79162,species,confirmed,0.906976744186046,Tracheophyta,79162,Sparganium natans,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,natans,,,accepted
Spergula arvensis,Spergula arvensis,57005,species,confirmed,1,Tracheophyta,57005,Spergula arvensis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis,,,accepted
Spergularia canadensis var. occidentalis,Spergularia canadensis; Spergularia canadensis occidentalis,79168; 81378,variety,confirmed,1,Tracheophyta,81378,Spergularia canadensis occidentalis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,canadensis,,Spergularia canadensis occidentalis,accepted
Spergularia macrotheca var. macrotheca,Spergularia macrotheca macrotheca; Spergularia macrotheca,61474; 61472,variety,confirmed,1,Tracheophyta,61474,Spergularia macrotheca macrotheca,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca,,Spergularia macrotheca macrotheca,accepted
Spergularia rubra,Spergularia rubra,55730,species,confirmed,1,Tracheophyta,55730,Spergularia rubra,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra,,,accepted
Spergularia rupicola,Spergularia rupicola,129267,species,new,0.826086956521739,Tracheophyta,129267,Spergularia rupicola,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,rupicola,,,accepted
Spergularia salina,Spergularia marina,79169,species,confirmed,1,Tracheophyta,79169,Spergularia marina,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,marina,,,unaccepted
Spinulum annotinum,Spinulum annotinum,,,,,Tracheophyta,204168,Spinulum annotinum,Plantae,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,Spinulum,annotinum,,,accepted
Spiraea douglasii,Spiraea douglasii,62493,species,confirmed,,Tracheophyta,62493,Spiraea douglasii,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,,,accepted
Spiraea douglasii var. menziesii,Spiraea douglasii menziesii,,species,unconfirmed,0.566666666666667,Tracheophyta,243049,Spiraea douglasii menziesii,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,Spiraea douglasii menziesii,,accepted
Spiranthes romanzoffiana,Spiranthes romanzoffiana,50743,species,confirmed,-14.8888888888889,Tracheophyta,50743,Spiranthes romanzoffiana,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,romanzoffiana,,,accepted
Spirodela polyrrhiza,Spirodela polyrhiza,57867,species,new,0.75,Tracheophyta,57867,Spirodela polyrhiza,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,Spirodela,polyrhiza,,,unaccepted
Stachys arvensis,Stachys arvensis,169309,species,new,1,Tracheophyta,169309,Stachys arvensis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,arvensis,,,accepted
Stachys byzantina,Stachys byzantina,127480,species,new,0.857142857142857,Tracheophyta,127480,Stachys byzantina,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,byzantina,,,accepted
