scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode,iNaturalistTaxonId,iNaturalistTaxonName,nameStatus
Sedum oreganum,Nutt.,,Oregon stonecrop,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum oreganum,,,,native,S5,,1975-07-05,Ken Wilkins,UBC,V154215,,2024-10-05,Steve Ansell,iNaturalist,245841053,,173,confirmed,observed,,79030,VAS,79030,Sedum oreganum,accepted
Sedum sexangulare,L.,,tasteless stonecrop,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum sexangulare,,,,exotic,unlisted,,2017-07-15,Frank Lomer,UBC,V250847,,2022-07-13,Bobby Valentine,iNaturalist,126108718,,2,new 2017,observed,,168750,VAS,168750,Sedum sexangulare,accepted
Sedum spathulifolium,Hook.,,broad-leaved stonecrop,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,,,,native,S5 (2014),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:504,,2023-09-29,Isabel Vilchis,iNaturalist,185496480,,2,new 2020,observed,,58886,VAS,58886,Sedum spathulifolium,accepted
Selaginella wallacei,Hieron,,Wallace's spikemoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,Selaginellaceae,,,Selaginella,Selaginella wallacei,,,,native,S5? (2015),,1994-09-03,A.R. McCutcheon,UBC,V211007,,2024-09-29,laiet17,iNaturalist,244813518,,337,confirmed,observed,,63875,VAS,63875,Selaginella wallacei,accepted
Senecio fremontii var. fremontii,Torr. & A. Gray,,fremont's ragwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio fremontii,,,Senecio fremontii fremontii,native,S4 (2015),,1965-07-02,B. Fraser,UBC,V158361,,2023-08-05,s_egolf,iNaturalist,176980389,,13,confirmed,observed,UBC:  Garibaldi PP Diamond Head,81364,VAS,81364,Senecio fremontii fremontii,accepted
Senecio lugens,Richardson,,black-tipped groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio lugens,,,,native,S5 (2019),,1913-08-01,"Taylor, W.",University of Alberta Museums,140513,,1913-08-01,"Taylor, W.",University of Alberta Museums,140513,,1,reported,unobserved,,168819,VAS,168819,Senecio lugens,accepted
Senecio sylvaticus,L.,,heath groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio sylvaticus,,,,exotic,SNA (2001),,2020-07-22,Ben Keen,iNaturalist,54019501,,2024-10-06,Ben Keen,iNaturalist,246049039,,30,new 2020,observed,UBC:  Bowen Island Plot #31,53210,VAS,53210,Senecio sylvaticus,accepted
Senecio triangularis,Hooker,,arrowleaf senecio,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio triangularis,,,,native,S5 (2015),,1965-07-29,Bruce Fraser,UBC,V158301,,2024-08-31,Rich Sobel,iNaturalist,239120650,,42,confirmed,observed,,79055,VAS,79055,Senecio triangularis,accepted
Senecio viscosus,L.,,sticky groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio viscosus,,,,exotic,SNA (2001),,2018-08-21,judith holm,iNaturalist,15865270,,2024-09-29,laiet17,iNaturalist,244810114,,34,new 2018,observed,,126892,VAS,126892,Senecio viscosus,accepted
Senecio vulgaris,L.,,common groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio vulgaris,,,,exotic,SNA (2001),,2014-06-16,hillanddale,iNaturalist,9528577,,2024-10-01,laughingmybeakoff,iNaturalist,246534724,,26,confirmed,observed,,53211,VAS,53211,Senecio vulgaris,accepted
Setaria pumila,(Poir.) Roem. & Shult.,,yellow foxtail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Setaria,Setaria pumila,,,,exotic,SNA (2019),,2019-09-21,Ben Keen,iNaturalist,33163939,,2022-08-22,Laura,iNaturalist,132147837,,2,new 2019,observed,iNat: needs i.d.,48688,VAS,48688,Setaria pumila,accepted
Setaria viridis,(L.) P.Beauv.,,green bristlegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Setaria,Setaria viridis,,,,exotic,SNA (2000),,2019-07-28,salishsea86,iNaturalist,29733620,,2023-09-01,Rand Rudland,iNaturalist,181227254,,5,new 2019,observed,,79070,VAS,79070,Setaria viridis,accepted
Shepherdia canadensis,(L.) Nutt.,,soopolallie,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Elaeagnaceae,,,Shepherdia,Shepherdia canadensis,,,,native,S5 (2019),,2020-09-11,gordgcatt,iNaturalist,61178733,,2020-09-11,gordgcatt,iNaturalist,61178733,,1,new 2020,observed,,79072,VAS,79072,Shepherdia canadensis,accepted
Sibbaldia procumbens,L.,,sibbaldia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Sibbaldia,Sibbaldia procumbens,,,,native,S5,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:507,,2024-08-27,stem57,iNaturalist,240265226,,8,new 2020,observed,,79076,VAS,79076,Sibbaldia procumbens,accepted
Sidalcea hendersonii,S. Watson,,Henderson's checker-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Sidalcea,Sidalcea hendersonii,,,,native,S3 (2015),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:15,,2024-09-15,judith holm,iNaturalist,242010085,,91,confirmed,observed,,168942,VAS,168942,Sidalcea hendersonii,accepted
Silene × hampeana,Meusel & K. Werner,,hybrid campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene ,Silene × hampeana,,,exotic,unlisted,,2021-08-22,Roslyn,iNaturalist,92182880,,2021-08-22,Roslyn,iNaturalist,92182880,,2,new 2021,observed,,171119,VAS,171119,Silene × hampeana,accepted
Silene acaulis,(L.) Jacq.,,moss campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene acaulis,,,,native,S5 (2015),,1912-08-10,John Davidson,UBC,V64086,,2024-08-28,stem57,iNaturalist,240496654,,37,confirmed,observed,UBC:  Garibaldi PP Sentinel Gl foreland,68886,VAS,68886,Silene acaulis,accepted
Silene coronaria,(L.) Desr.,,rose campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria,,,,exotic,SNA (2001),,2018-09-18,Ben Keen,iNaturalist,16675623,,2024-07-15,astrawso,iNaturalist,229985963,,47,new 2018,observed,,485191,VAS,485191,Silene coronaria,accepted
Silene dioica,(L.) Clairv.,,red campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene dioica,,,,exotic,SNA (2001),,2015-06-05,Steve Ansell,iNaturalist,196893424,,2024-09-20,Gregory Corper,iNaturalist,242936787,,64,confirmed,observed,,55759,VAS,55759,Silene dioica,accepted
Silene flos-cuculi,(L.) Greuter & Burdet,,ragged-robin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene flos-cuculi,,,,exotic,unlisted,,2022-06-01,fisherpeak,iNaturalist,120258204,,2022-06-01,fisherpeak,iNaturalist,120258204,,1,new 2022,observed,,740984,VAS,740984,Silene flos-cuculi,accepted
Silene latifolia,Poir.,,white campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene latifolia,,,,exotic,SNA (2019),,2021-05-30,Roslyn,iNaturalist,80950295,,2021-05-30,Roslyn,iNaturalist,80950295,,2,new 2021,observed,,79109,VAS,79109,Silene latifolia,accepted
Silene parryi,(S. Watson) C.L. Hitchc. & Maguire,,Parry's campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene parryi,,,,native,S5 (2000),,1912-09-07,John Davidson,UBC,V43661,,2024-08-29,stem57,iNaturalist,240498500,,13,confirmed,observed,UBC:  Garibaldi PP Sentinel Gl foreland,143681,VAS,143681,Silene parryi,accepted
Silene vulgaris,(Moench) Garcke,,bladder campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene vulgaris,,,,exotic,SNA (2019),,2021-06-07,Roslyn,iNaturalist,82199156,,2022-06-19,Roslyn,iNaturalist,122554228,,6,new 2021,observed,,55721,VAS,55721,Silene vulgaris,accepted
Sisymbrium officinale,(L.) Scop.,,hedge mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,Sisymbrium officinale,,,,exotic,SNA (2019),,2019-05-31,Ben Keen,iNaturalist,26156427,,2024-09-07,Ben Keen,iNaturalist,240326046,,30,new 2019,observed,,53266,VAS,53266,Sisymbrium officinale,accepted
Sium suave,Walter,,water parsnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Sium,Sium suave,,,,native,S5 (2000),,2015-07-15,judith holm,iNaturalist,4485626,,2024-07-23,Bentley Colwill,iNaturalist,233292769,,8,confirmed,observed,,79131,VAS,79131,Sium suave,accepted
Solanum americanum,Mill.,,American black nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum americanum,,,,exotic,SNA (2008),,2018-11-25,Ben Keen,iNaturalist,18629407,,2018-11-25,Ben Keen,iNaturalist,18629407,,1,new 2018,observed,,59035,VAS,59035,Solanum americanum,accepted
Solanum dulcamara,L.,,bittersweet nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum dulcamara,,,,exotic,SNA (2000),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:47,,2024-09-03,Matthew Forster,iNaturalist,239615041,,59,confirmed,observed,,55620,VAS,55620,Solanum dulcamara,accepted
Solanum emulans,Raf.,,eastern nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum emulans,,,,exotic,SNA,,1978-09-16,Martin Small,UBC,V165159,,1978-09-16,Martin Small,UBC,V165159,,1,reported,unobserved,,1038940,VAS,1038940,Solanum emulans,accepted
Solanum nigrum,L.,,black nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum nigrum,,,,exotic,SNA (2008),,1978-09-16,Martin Small,CPNWH,2566097,,2024-08-25,Harry Hill,iNaturalist,237981249,,13,confirmed,observed,"note that the UBC collected specimen predates publication of Illus Flora of BC, which didn't not include S nigrum",79141,VAS,79141,Solanum nigrum,accepted
Solidago canadensis,L.,,Canada goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago canadensis,,,,exotic,SNA (2019),,1972-07-19,M. Barkworth,DES,DES00025770,,2024-09-04,Dawn Obermoeller,iNaturalist,239988325,,9,confirmed,observed,,67808,VAS,67808,Solidago canadensis,accepted
Solidago elongata,Nutt.,,west coast goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago elongata,,,,native,S5 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:512,,2024-08-29,judith holm,iNaturalist,238675398,,12,new 2020,observed,,79150,VAS,79150,Solidago elongata,accepted
Solidago lepida,DC.,,elegant goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago lepida,,,,native,S5 (2000),,2017-07-26,Adam Huggins,iNaturalist,7228889,,2024-09-28,Evan Hersh,iNaturalist,244569621,,101,new 2017,observed,,79152,VAS,79152,Solidago lepida,accepted
Solidago multiradiata,Aiton,,northern goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago multiradiata,,,,native,S5 (2019),,1912-08-11,John Davidson,UBC,V11577,,2024-08-28,stem57,iNaturalist,240497234,,30,confirmed,observed,,79153,VAS,79153,Solidago multiradiata,accepted
Solidago rugosa var. rugosa,Mill.,,rough-stemmed goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago rugosa,,,Solidago rugosa rugosa,exotic,SNA (2019),,1987-09-01,Tom C. Wells,UBC,V194574,,2023-08-28,Gwen L'Hirondelle,iNaturalist,180730211,,6,confirmed,observed,,238581,VAS,238581,Solidago rugosa rugosa,accepted
Solidago simplex var. simplex,Kunth,,sticky goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago simplex,,,Solidago simplex simplex,native,S5 (2019),,1995-09-10,"Straley, Gerald",USCH,,,1995-09-10,"Straley, Gerald",USCH,,,1,reported,unobserved,,238582,VAS,238582,Solidago simplex simplex,accepted
Sonchus arvensis ssp. arvensis,L.,,perennial sow thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus arvensis,,Sonchus arvensis arvensis,,exotic,SNA (2000),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:5,,2024-09-07,Ben Keen,iNaturalist,240326412,,68,confirmed,observed,,79156,VAS,80219,Sonchus arvensis arvensis,accepted
Sonchus asper,(L.) Hill.,,prickly sowthistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus asper,,,,exotic,SNA (2001),,2018-09-24,Keegan Durovich,iNaturalist,16893484,,2024-10-06,kwright,iNaturalist,246009193,,46,new 2018,observed,,53269,VAS,53269,Sonchus asper,accepted
Sonchus oleraceus,L.,,common sow-thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus oleraceus,,,,exotic,SNA (2019),,2021-08-02,Ben Keen,iNaturalist,89705998,,2024-10-01,laughingmybeakoff,iNaturalist,246534730,,14,new 2021,observed,,53294,VAS,53294,Sonchus oleraceus,accepted
Sorbus aucuparia,L.,,rowan,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus aucuparia,,,,exotic,SNA (2001),,2014-07-26,Else Mikkelsen,iNaturalist,9229544,,2024-09-16,Cassidy Best,iNaturalist,242235518,,185,confirmed,observed,,56063,VAS,56063,Sorbus aucuparia,accepted
Sorbus scopulina var. cascadensis,Greene,(G.N.Jones) C.L.Hitchc.,Greene's mountain-ash,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus scopulina,,,,native,S5 (2019),,1996-05-04,J. Burke Korol,iNaturalist,20081034,,2024-10-13,brenmart,iNaturalist,247223990,,55,confirmed,observed,,243023,VAS,79159,Sorbus scopulina,unaccepted
Sorbus sitchensis var. grayi,M. Roem.,(Wenz.) C.L.Hitchc.,dwarf or gray's mountain ash,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus sitchensis,,,Sorbus sitchensis grayi,native,S5 (2000),,1912-08-01,John Davidson,UBC,V62800,,2020-07-18,Gwen L'Hirondelle,iNaturalist,64779671,,8,confirmed,observed,,81376,VAS,81376,Sorbus sitchensis grayi,accepted
Sorbus sitchensis var. sitchensis,M. Roem.,,Sitka mountain ash,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus sitchensis,,,Sorbus sitchensis sitchensis,native,S5 (2000),,1913-08-02,A. E. Baggs,UBC,V47366,,2020-10-02,John D Reynolds,iNaturalist,62166636,,9,confirmed,observed,,48545,VAS,48545,Sorbus sitchensis sitchensis,accepted
Sparganium angustifolium,Michx.,,narrow-leaved bur-reed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,Sparganium angustifolium,,,,native,S5 (2000),,1998-07-09,Frank Lomer,UBC,V233949,,2022-08-18,pumakit,iNaturalist,131417623,,3,confirmed,observed,UBC:  Cypress PP Hollyburn Mt. base of ski slope,79161,VAS,79161,Sparganium angustifolium,accepted
Sparganium emersum,Rehmann,,unbranched bur-reed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,Sparganium emersum,,,,native,S5 (2015),,2017-08-07,judith holm,iNaturalist,7477283,,2024-09-19,Ben Keen,iNaturalist,242801065,,8,new 2017,observed,,62575,VAS,62575,Sparganium emersum,accepted
Sparganium natans,L.,,small bur-reed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,Sparganium natans,,,,native,S5 (2015),,1977-08-11,Patrick Warrington,RBCM,V172786,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:519,,2,reported,unobserved,RBCM:  Murrin PP Browning Lake; original record S. minimum,79162,VAS,79162,Sparganium natans,accepted
Spergula arvensis,L.,,corn spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergula,Spergula arvensis,,,,exotic,SNA (2019),,1974-06-18,T. Brayshaw; David Polster,RBCM,V082552,,1978-09-26,B. Morosoff,UBC,V165173,,2,reported,unobserved,,57005,VAS,57005,Spergula arvensis,accepted
Spergularia canadensis var. occidentalis,(Pers.) G.Don,R.Rossbach,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,Spergularia canadensis,,,Spergularia canadensis occidentalis,native,S5 (2019),,1914-07-01,James A. Wattie,UBC,V190187,,2023-09-07,judith holm,iNaturalist,182268243,,7,confirmed,observed,,81378,VAS,81378,Spergularia canadensis occidentalis,accepted
Spergularia macrotheca,(Hornem.) Heynh.,,sticky sand-spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,Spergularia macrotheca,,,,native,S4 (2019),,1966-08-08,Anthony Harrison,RBCM,V064322,,2024-07-12,jkleinkopf,iNaturalist,228903233,,3,confirmed,observed,,61472,VAS,61472,Spergularia macrotheca,accepted
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,Spergularia rubra,,,,exotic,SNA (2001),,1972-07-19,M. Barkworth,DES,DES00025810,,2024-09-01,arial,iNaturalist,240015619,,28,confirmed,observed,,55730,VAS,55730,Spergularia rubra,accepted
Spinulum annotinum,(L.) A. Haines,,interrupted clubmoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,Spinulum,Spinulum annotinum,,,,native,S5 (2000),,1913-08-04,John Davidson,UBC,V3824,,2024-08-27,stem57,iNaturalist,239735057,,27,confirmed,observed,,204168,VAS,204168,Spinulum annotinum,accepted
Spiraea × hitchcockii,W.J.Hess,,hybrid spiraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Spiraea ,Spiraea × hitchcockii,,,unlisted,unlisted,,2018-07-18,Ben Stormes,UBC,V250708,,2024-07-23,Harry Hill,iNaturalist,231335484,,6,new 2018,observed,Taxon not recognized in BC,1349992,VAS,1349992,Spiraea × hitchcockii,accepted
Spiraea douglasii,Hook.,,hardhack,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Spiraea douglasii,,,,native,S5 (2000),,1967-06-25,Pat Warrington,University of Lethbridge,,,2024-10-15,fjfrazier,iNaturalist,247538603,,510,confirmed,observed,,62493,VAS,62493,Spiraea douglasii,accepted
Spiraea japonica,L.f.,,Japanese spiraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Spiraea japonica,,,,exotic,SNA (2019),,2014-04-12,Frank Lomer,UBC,V241863,,2024-07-14,maharas,iNaturalist,229352177,,14,confirmed,observed,,125790,VAS,125790,Spiraea japonica,accepted
Spiraea splendens,Baumann ex K. Koch,,subalpine spiraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Spiraea splendens,,,,native,S3S4 (2015),,1997-07-13,Gerald B. Straley,UBC,V226171,,2024-09-28,Evan Hersh,iNaturalist,244776260,,171,confirmed,observed,,79183,VAS,79183,Spiraea splendens,accepted
Spiranthes romanzoffiana,Cham.,,hooded ladies' tresses,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,Spiranthes romanzoffiana,,,,native,S4? (2015),,1955-07-01,E. Marrion,UBC,V80249,,2024-09-08,Radu Scurtescu,iNaturalist,240712743,,58,confirmed,observed,,50743,VAS,50743,Spiranthes romanzoffiana,accepted
Spirodela polyrhiza,(L.) Schleid.,,great duckweed,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,Spirodela,Spirodela polyrhiza,,,,native,S5 (2019),,2021-06-27,Bruce McTaggart,iNaturalist,84812143,,2021-06-27,Bruce McTaggart,iNaturalist,84812143,,1,new 2021,observed,,57867,VAS,57867,Spirodela polyrhiza,accepted
Stachys byzantina,K. Koch,,lamb's ears,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,Stachys byzantina,,,,exotic,SNA (2019),,2019-03-10,Ben Keen,iNaturalist,21126505,,2024-06-25,Andrei Okunev,iNaturalist,226515649,,6,new 2019,observed,,127480,VAS,127480,Stachys byzantina,accepted
Stachys chamissonis var. cooleyae,Benth.,(A.Heller) G.A.Mulligan & D.B.Munro,Cooley's hedge-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,Stachys chamissonis,,,Stachys chamissonis cooleyae,native,S5 (2019),,2019-06-19,Elora Jane,iNaturalist,27307547,,2024-07-28,Rachel Munger,iNaturalist,232557000,,27,new 2019,observed,,52627,VAS,52627,Stachys chamissonis cooleyae,accepted
Stellaria borealis ssp. borealis,Bigelow,,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria borealis,,,,native,S5 (2000),,1965-07-06,B. Fraser,UBC,V158305,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:525,,2,reported,unobserved,UBC:  Garibaldi PP Sentinel Gl foreland,238712,VAS,79199,Stellaria borealis,unaccepted
Stellaria borealis ssp. sitchana,Bigelow,(Steudel) Fernald,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria borealis,,,,native,S5 (2000),,2015-04-29,judith holm,iNaturalist,4503495,,2024-07-21,Gwen L'Hirondelle,iNaturalist,236743142,,2,confirmed,observed,,60996,VAS,1417248,Stellaria sitchana,unaccepted
Stellaria calycantha,(Ledeb.) Bong.,,northern starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria calycantha,,,,native,S4S5 (2015),,1912-08-15,John Davidson,UBC,V43666,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:526,,9,reported,unobserved,UBC:  Garibaldi PP Sphinx Gl foreland,79200,VAS,79200,Stellaria calycantha,accepted
Stellaria crassifolia,Ehrh.,,fleshy stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria crassifolia,,,,native,S4S5 (2015),,1926-08-01,George Hardy,RBCM,V008088A,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:527,,3,reported,unobserved,UBC:  Garibaldi PP Garibaldi Lake,169334,VAS,169334,Stellaria crassifolia,accepted
