"","review_status","TO_REVIEW","taxonName","is_doubtful","is_persisting_or_waif","is_planted","critical_comments","reviewed_by","OriginalSaanichComment","HJ_comment","FPNW_comment","RevisedComment","HJ_AdditionsDeletionsTo_OriginalSaanichComment","linkName","confidence","has_voucher","n_total","n_research_grade","n_preserved_specimen","n_human_observation","n_unspecified","per_needs_id","regionally_confirmed","introduction_status","first_record_date","first_record_observer","first_record_source","first_record_ID","first_record_location","last_record_date","last_record_observer","last_record_source","last_record_ID","last_record_location","found_in_cat","found_in_cat_research_grade","commonName","family","taxonRank","linkTaxonID","annotation_status","CategoricalAbundanceProposed2026","Trend1970to2026"
"944","complete","no","Equisetum arvense","no","no","no","Note: CM = Carnegie Museum of Natural History; Pittsburgh, Pennsylvania TL ","TL, Automatic (EM)","Part shade to open places, tolerant of soil conditions; common throughout the area. A cosmopolitan, sometimes weedy species.","Part shade to open places, tolerant of soil conditions; common throughout the area. A cosmopolitan, sometimes weedy species.",NA,"Part shade to open places, tolerant of soil conditions; common throughout the area. A cosmopolitan, sometimes weedy species.",NA,"Equisetum arvense","high","yes",292,179,0,0,0,38.7,"yes","native","1893-05-29","J.K. Henry","CM","CM389065","Victoria","2025-04-26","rminvik","iNaturalist","https://www.inaturalist.org/observations/274018257","48.370183, -123.547007","yes","yes","Field Horsetail","Equisetaceae","species","52724","complete",NA,NA
"945","complete","no","Equisetum hyemale ssp. affine","no","no","no","Note: 1913-07-09 J.M. Macoun RBCM V000200 Victoria; Beacon Hill (if needed) TL","TL, Automatic (EM)","Shade to partial shade on moist, alluvial soils and along muddy shores in marshes and bogs; occasional; most common in the Mount Douglas and Goldstream areas; collected by J. Macoun in 1913 at Beacon Hill.","Shade to partial shade on moist, alluvial soils and along muddy shores in marshes and bogs; occasional; most common in the Mount Douglas and Goldstream areas; collected by J.M. Macoun in 1913 at Beacon Hill.",NA,"Shade to partial shade on moist, alluvial soils and along muddy shores in marshes and bogs; occasional; most common in the Mount Douglas and Goldstream areas; collected by J.M. Macoun in 1913 at Beacon Hill.",NA,"Equisetum hyemale affine; Equisetum hyemale","high","yes",304,285,0,0,0,6.25,"yes","native","1898-05-10","J.R. Anderson","RBCM","V000211","Victoria; Goldstream","2025-04-27","sophiaj1666","iNaturalist","https://www.inaturalist.org/observations/260321554","48.47892, -123.302917","yes","yes","Western Scouringrush; Rough Horsetail","Equisetaceae","subspecies","53910; 52673","complete",NA,NA
"946","complete","no","Equisetum telmateia ssp. braunii","no","no","no","Note: NHMUK = Natural History Museum, London, UK TL ","TL, Automatic (EM)","Swamps, borders of streams, and low, wet ground; frequent in suitable habitats (E. maximum Lam.).","Swamps, borders of streams, and low, wet ground; frequent in suitable habitats. TMCT 1934 collection Sidney.",NA,"Swamps, borders of streams, and low, wet ground; frequent in suitable habitats. TMCT 1934 collection Sidney.","TMCT 1934 collection Sidney.","Equisetum telmateia braunii; Equisetum telmateia","high","yes",1009,612,0,0,0,39.35,"yes","native","1887-04-26","J.M. Macoun","NHMUK","BM001078349","Vicinity of Victoria","2025-04-28","Mara","iNaturalist","https://www.inaturalist.org/observations/261069740","48.561398, -123.469166","yes","yes","Braun's Giant Horsetail; Great Horsetail","Equisetaceae","subspecies","57032; 57030","complete",NA,NA
"947","complete","no","Eriophyllum lanatum var. leucophyllum","no","no","no","leocophyllum should be spelled leucophyllum (TL)Two occurrences of E. lanatum var. leucophyllum: M. Sansevorino Thetis Lake Park 2005. M. Milne Metchosin 2006. Given Harvey's ??  of leucophyllum, I will add 3 other occurrences of E. lanatum: V.J. Krajina, R.H. Spilsbury above McNeil Bay 1950. J. Hett, W. Armstrong Trial Island 1964. A.S. Harrison summit of Mt Douglas 1966.","TL, Automatic (EM)","Dry, open places; common throughout; variable species with a number of varieties described.","Dry, open places; common throughout; var. leocophyllum ??",NA,"Dry, open places; common throughout; var. leocophyllum ??"," var. leocophyllum ?? [SZCZAWINSKI TEXT DELETED BY HJ: variable species with a number of varieties described.]","Eriophyllum lanatum leucophyllum; Eriophyllum lanatum","high","yes",769,558,0,0,0,27.44,"yes","native","1912-05-01","J. Davidson","UBC","V044908","Victoria, Gonzales Point","2025-05-01","nicolechatel","iNaturalist","https://www.inaturalist.org/observations/277590248","48.49, -123.351389","yes","yes","Common Woolly Sunflower","Asteraceae","variety","77049","complete",NA,NA
"948","complete","no","Erodium cicutarium ssp. cicutarium","no","no","no",NA,"TL, Automatic (EM)","Native of Europe; open places; common throughout the area. (Geranium cicutarium L.)","Native of Europe; open places; common throughout the area.",NA,"Native of Europe; open places; common throughout the area.",NA,"Erodium cicutarium","high","yes",1207,993,0,0,0,17.73,"yes","exotic","1896-03-01","J.R. Anderson","RBCM","V003158","Victoria","2025-04-28","Mark Byrne","iNaturalist","https://www.inaturalist.org/observations/275886395","48.47801, -123.3631","yes","yes","Redstem Stork's-Bill","Geraniaceae","complex","47687","complete",NA,NA
"949","complete","no","Erysimum cheiranthoides","no","no","no","Langford in 1932 known as Langford district near Victoria 1932. (TL)","TL, Automatic (EM)","Native of Europe; common weed of cultivated ground and waste places. (E. parviflorum Pers.)","Native of Europe; common weed of cultivated ground and waste places.",NA,"Native of Europe; common weed of cultivated ground and waste places.",NA,"Erysimum cheiranthoides","high","yes",11,10,0,0,0,9.09,"yes","exotic","1932-06-19","W. Newcombe","RBCM","V040955","Langford in 1932 known as Langford District near Victoria","2017-07-04","David Badke","iNaturalist","https://www.inaturalist.org/observations/7990999","48.536183, -123.441583","yes","yes","Wormseed Wallflower","Brassicaceae","species","77068","complete",NA,NA
"950","complete","no","Erysimum cheiri","no","no","no","RBCM V172690 T.C. Brayshaw Victoria; Clover Point: ca 400 m W of point 1994. (TL)","TL, Automatic (EM)",NA,"Garden escape - many iNaturalist reports throughout peninsula. FL Cadboro Bay 2012. Marr View Royal 2007. FL & KM Clover Point 2007. TCB Clover Point 1994.",NA,"Garden escape - many iNaturalist reports throughout peninsula. FL Cadboro Bay 2012. Marr View Royal 2007. FL & KM Clover Point 2007. TCB Clover Point 1994.","Garden escape - many iNaturalist reports throughout peninsula. FL Cadboro Bay 2012. Marr View Royal 2007. FL & KM Clover Point 2007. TCB Clover Point 1994.","Erysimum cheiri; Erysimum × cheiri","high","yes",93,32,0,0,0,65.59,"yes","exotic","1994-04-02","T.C. Brayshaw","RBCM","V172690","Victoria; Clover Point: ca 400 m W of point","2025-04-22","Adam Nott","iNaturalist","https://www.inaturalist.org/observations/272285944","48.491181, -123.346458","yes","yes","Wallflower","Brassicaceae","species","55892","complete",NA,NA
"951","complete","no","Erythranthe alsinoides","no","no","no",NA,"TL, Automatic (EM)","Moist, open places, banks, and cliffs; widely distributed throughout.","Moist, open places, banks, and cliffs; widely distributed throughout.",NA,"Moist, open places, banks, and cliffs; widely distributed throughout.",NA,"Erythranthe alsinoides","high","yes",893,802,0,0,0,10.19,"yes","native","1912-03-06","J.K. Henry","UBC","V80444","Victoria","2025-04-25","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/273577860","48.531864, -123.530158","yes","yes","Wingstem Monkeyflower","Phrymaceae","species","771843","complete",NA,NA
"952","complete","no","Erythranthe guttata","no","no","no",NA,"TL, Automatic (EM)","Wet places; commonly distributed throughout; a variable species with a number of infraspecific not well-defined taxa described. (M. langsdorfii Donn., M. nasutus sensu Henry)","H&C2018 Erythranthe synonyms for guttatus are guttata, grandis, sookensis and var depauperatus=microphylla without further division into subspecies or varieties. Wet places; commonly distributed throughout; a variable species with a number of infraspecific not well-defined taxa described.",NA,"H&C2018 Erythranthe synonyms for guttatus are guttata, grandis, sookensis and var depauperatus=microphylla without further division into subspecies or varieties. Wet places; commonly distributed throughout; a variable species with a number of infraspecific not well-defined taxa described.","H&C2018 Erythranthe synonyms for guttatus are guttata, grandis, sookensis and var depauperatus=microphylla without further division into subspecies or varieties. ","Erythranthe guttata","high","yes",189,74,0,0,0,60.85,"yes","native","1912-06-01","J. Davidson","UBC","V80445","Brentwood Bay","2025-04-25","Nicole N","iNaturalist","https://www.inaturalist.org/observations/273625776","48.519112, -123.41355","yes","yes","Seep Monkeyflower","Phrymaceae","species","470643","complete",NA,NA
"953","complete","no","Erythranthe microphylla","no","no","no",NA,"TL, Automatic (EM)",NA,"MCM Thetis Lake 1954 reported as Mimulus guttatus var depauperatus.",NA,"MCM Thetis Lake 1954 reported as Mimulus guttatus var depauperatus.","MCM Thetis Lake 1954 reported as Mimulus guttatus var depauperatus.","Erythranthe microphylla","high","yes",33,13,0,0,0,60.61,"yes","native","1899-04-30","J.R. Anderson","RBCM","V004428","Victoria: Beacon Hill","2025-04-25","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/277536586","48.536175, -123.529778","yes","yes","Small-Leaf Monkeyflower","Phrymaceae","species","453717","complete",NA,NA
"954","complete","no","Erythranthe nasuta","no","no","no",NA,"TL, Automatic (EM)",NA,"Benedict Observatory Hill 1991, Krajina Andersin Hill 1950, CFN Cedar Hill, Gonzales 1916 A&OC Joycelyn Hill 1989.",NA,"Benedict Observatory Hill 1991, Krajina Andersin Hill 1950, CFN Cedar Hill, Gonzales 1916 A&OC Joycelyn Hill 1989.","Benedict Observatory Hill 1991, Krajina Andersin Hill 1950, CFN Cedar Hill, Gonzales 1916 A&OC Joycelyn Hill 1989.","Erythranthe nasuta","high","yes",45,18,0,0,0,60,"yes","native","1907-05-09","C.F. Newcombe","RBCM","V042592","Albert Head: near Victoria","2025-04-26","Michelle Watt","iNaturalist","https://www.inaturalist.org/observations/274358458","48.458464, -123.288181","yes","yes","Shy Monkeyflower","Phrymaceae","species","545973","complete",NA,NA
"955","complete","no","Erythronium oregonum ssp. oregonum","no","no","no",NA,"TL, Automatic (EM)","Grassy ledges and openings, damp open woods; common throughout the area; decreasing due to disturbance of natural habitats.","Grassy ledges and openings, damp open woods; common throughout the area.",NA,"Grassy ledges and openings, damp open woods; common throughout the area.","[SZCZAWINSKI TEXT DELETED BY HJ: decreasing due to  disturbance of natural habitats.]","Erythronium oregonum","high","yes",4096,3789,0,0,0,7.5,"yes","native","1913-06-12","F. Perry","UBC","V25055","Victoria","2025-04-30","khilarieh","iNaturalist","https://www.inaturalist.org/observations/277224142","48.6153, -123.442469","yes","yes","Giant White Fawn Lily","Liliaceae","species","59520","complete",NA,NA
"956","complete","no","Eschscholzia californica","no","no","no",NA,"TL, AS, Automatic (EM)","Roadsides and waste ground; very common in dry, open habitat throughout.","Roadsides and waste ground; very common in dry, open habitat throughout.",NA,"Roadsides and waste ground; very common in dry, open habitat throughout.",NA,"Eschscholzia californica californica; Eschscholzia californica","high","yes",1004,842,0,0,0,16.14,"yes","exotic","1955-07-08","G.A. Mulligan","WTU","WTU: 167696","Victoria","2025-05-02","Sarah Mains","iNaturalist","https://www.inaturalist.org/observations/277827711","48.41733, -123.410125","yes","yes","California Poppy","Papaveraceae","species","48225","complete",NA,NA
"957","complete","no","Euphorbia maculata","no","no","no",NA,"Automatic (EM)",NA,"FL Oak Bay 2013, Uplands Park 2008, Cadboro Bay 2009. iNaturalist report Mallard Ave. Saanichton 2020.",NA,"FL Oak Bay 2013, Uplands Park 2008, Cadboro Bay 2009. iNaturalist report Mallard Ave. Saanichton 2020.","FL Oak Bay 2013, Uplands Park 2008, Cadboro Bay 2009. iNaturalist report Mallard Ave. Saanichton 2020.","Euphorbia maculata","high","yes",14,14,0,0,0,0,"yes","exotic","2008-07-16","F. Lomer","UBC","V227519","Victoria, Oak Bay, Uplands Park, war memorial monument on Beach Drive TL","2024-10-03","mitchellremick","iNaturalist","https://www.inaturalist.org/observations/245421534","48.42648, -123.343863","yes","yes","Spotted Spurge","Euphorbiaceae","species","58893","complete",NA,NA
"958","complete","no","Euphorbia oblongata","no","no","no",NA,"EM, Automatic (EM)",NA,NA,NA,NA,NA,"Euphorbia oblongata","high","yes",28,8,0,0,0,71.43,"yes","exotic","2016-03-13","Frank Lomer","BBM","B4098F24-1432-544D-B6F1-21414E9E8743","Vancouver Island, Greater Victoria, Oak Bay, northeast corner of Mitchell Street and Brighton Avenue","2022-07-07","Erin Springinotic","iNaturalist","https://www.inaturalist.org/observations/125552123","48.459701, -123.275204","yes","yes","Eggleaf Spurge","Euphorbiaceae","species","77117","complete",NA,NA
"959","complete","no","Euphorbia peplus","no","no","no",NA,"TL, Automatic (EM)","Native of Europe; a common weed throughout.","Native of Europe; a common weed throughout.",NA,"Native of Europe; a common weed throughout.",NA,"Euphorbia peplus","high","yes",141,119,0,0,0,15.6,"yes","exotic","1912-09-15","W. Taylor","UBC","V16703","Islands South, Victoria","2025-03-27","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/267243485","48.462525, -123.313208","yes","yes","Petty Spurge","Euphorbiaceae","species","57036","complete",NA,NA
"960","complete","no","Festuca occidentalis","no","no","no","Note: CMN = Canadian Museum of Nature, Ottawa. TL ","TL, Automatic (EM)","Dry, rocky places; seldom abundant; Sidney and Thetis Lake Park.","Dry, rocky places; seldom abundant; Sidney and Thetis Lake Park.",NA,"Dry, rocky places; seldom abundant; Sidney and Thetis Lake Park.",NA,"Festuca occidentalis","high","yes",73,28,0,0,0,61.64,"yes","native","1893-06-08","J.M. Macoun","CMN","CAN 38154","Victoria Arm","2025-04-25","Jack Bindernagel","iNaturalist","https://www.inaturalist.org/observations/276070476","48.52346, -123.52169","yes","yes","Western Fescue","Poaceae","species","59091","complete",NA,NA
"961","complete","no","Festuca rubra","no","no","no","Note: CMN = Canadian Museum of Nature, Ottawa. TL  ;Retain binomial: not enough work to sort out native varieties from the introduced","TL, Automatic (EM)","Common in open grassland throughout; occasionally used in grass mixture for pastures; includes a number of infraspecific taxa regarded by the authors in the broad sense as F. rubra; recognized var. littoralis Vasey is most common in the area of study.","Common in open grassland throughout; occasionally used in grass mixture for pastures; includes a number of infraspecific taxa regarded by the authors in the broad sense as F. rubra; recognized var. littoralis Vasey is most common in the area of study.",NA,"Common in open grassland throughout; occasionally used in grass mixture for pastures; includes a number of infraspecific taxa regarded by the authors in the broad sense as F. rubra; recognized var. littoralis Vasey is most common in the area of study.",NA,"Festuca rubra","high","yes",126,62,0,0,0,50.79,"yes","native","1887-05-13","Fletcher","CMN","CAN 37998","Near Victoria","2024-06-23","tomcat_clover","iNaturalist","https://www.inaturalist.org/observations/224997810","48.412631, -123.540992","yes","yes","Red Fescue","Poaceae","species","61061","complete",NA,NA
"962","complete","no","Festuca subuliflora","no","no","no","Note: CMN = Canadian Museum of Nature, Ottawa. N.B.: LECTOTYPE. TL","TL, Automatic (EM)","Listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Sidney; specimen not examined.","Macoun Goldstream 1887. Several other collections at V and CAN",NA,"Macoun Goldstream 1887. Several other collections at V and CAN","Macoun Goldstream 1887. Several other collections at V and CAN [SZCZAWINSKI TEXT DELETED BY HJ: Listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Sidney; specimen not examined.]","Festuca subuliflora","high","yes",25,23,0,0,0,8,"yes","native","1887-06-29","J.M. Macoun","CMN","CAN 10091144","Goldstream","2023-06-21","Finn McGhee","iNaturalist","https://www.inaturalist.org/observations/191019554","48.388822, -123.524118","yes","yes","Crinkle-Awn Fescue","Poaceae","species","77146","complete",NA,NA
