scientificName,linkName,linkTaxonID,taxonRank,reportingStatus,direct_solow_pp,has_voucher,introduction_status,phylum
Mentha rotundifolia,Mentha × rotundifolia,,,unconfirmed,0.76978417266187,yes,exotic,Tracheophyta
Mentha spicata,Mentha spicata,62652,species,confirmed,1,yes,exotic,Tracheophyta
Mentha suaveolens,Mentha suaveolens,77993,species,new,1,yes,exotic,Tracheophyta
Menyanthes trifoliata,Menyanthes trifoliata,78016,species,new,0.8,no,native,Tracheophyta
Micranthes ferruginea,Micranthes ferruginea,78024,species,new,1,no,native,Tracheophyta
Micranthes integrifolia,Micranthes integrifolia,78027,species,confirmed,,yes,native,Tracheophyta
Micranthes occidentalis,Micranthes occidentalis,357953,species,new,0.96,yes,native,Tracheophyta
Micranthes rufidula,Micranthes rufidula,357949,species,confirmed,1,yes,native,Tracheophyta
Microseris bigelovii,Microseris bigelovii,60977,species,confirmed,1,yes,native,Tracheophyta
Microsteris gracilis,Microsteris gracilis gracilis; Microsteris gracilis,61212; 61210,species,confirmed,1,yes,native,Tracheophyta
Moehringia macrophylla,Moehringia macrophylla,61884,species,confirmed,1,yes,native,Tracheophyta
Moenchia erecta ssp. erecta,Moenchia erecta,78088,species,confirmed,1,yes,exotic,Tracheophyta
Monotropa hypopitys,Monotropa hypopitys,59986,species,confirmed,0.941176470588235,yes,native,Tracheophyta
Monotropa uniflora,Monotropa uniflora,49477,species,confirmed,1,yes,native,Tracheophyta
Montia dichotoma,Montia dichotoma,78119,species,confirmed,1,yes,native,Tracheophyta
Montia fontana,Montia fontana,58990,species,confirmed,1,yes,native,Tracheophyta
Montia howellii,Montia howellii,78121,species,confirmed,1,yes,native,Tracheophyta
Montia linearis,Montia linearis,78122,species,confirmed,1,yes,native,Tracheophyta
Montia parvifolia var. flagellaris,Montia parvifolia,78123,species,confirmed,1,yes,native,Tracheophyta
Muscari neglectum,Muscari neglectum,68846,species,confirmed,1,yes,exotic,Tracheophyta
Mycelis muralis,Mycelis muralis,48543,species,confirmed,1,yes,exotic,Tracheophyta
Myosotis arvensis,Myosotis arvensis,51726,species,confirmed,1,yes,exotic,Tracheophyta
Myosotis discolor,Myosotis discolor,70265,species,confirmed,1,yes,exotic,Tracheophyta
Myosotis laxa,Myosotis laxa,78150,species,confirmed,,yes,native,Tracheophyta
Myosotis scorpioides,Myosotis scorpioides,49130,species,confirmed,1,yes,exotic,Tracheophyta
Myosotis stricta,Myosotis stricta,127196,species,confirmed,0.991452991452991,yes,exotic,Tracheophyta
Myosotis sylvatica,Myosotis sylvatica,55826,species,confirmed,1,yes,exotic,Tracheophyta
Myosurus minimus,Myosurus minimus,58306,species,confirmed,1,yes,native,Tracheophyta
Myrica gale,Myrica gale,82203,species,new,1,no,native,Tracheophyta
Myriophyllum aquaticum,Myriophyllum aquaticum,60202,species,new,1,no,exotic,Tracheophyta
Myriophyllum sibiricum,Myriophyllum sibiricum,61034,species,new,0.166666666666667,no,native,Tracheophyta
Myriophyllum spicatum,Myriophyllum spicatum,78157,species,new,0.8,no,exotic,Tracheophyta
Myriophyllum verticillatum,Myriophyllum verticillatum,78158,species,unconfirmed,0.648148148148148,yes,native,Tracheophyta
Myriopteris gracillima,Myriopteris gracillima,472796,species,confirmed,1,yes,native,Tracheophyta
Myrrhis odorata,Myrrhis odorata,51618,species,new,0.6,no,exotic,Tracheophyta
Najas flexilis,Najas flexilis,78160,species,unconfirmed,0.129032258064516,yes,native,Tracheophyta
Nanozostera japonica,Zostera japonica,79558,species,new,1,no,exotic,Tracheophyta
Narcissus poeticus,Narcissus poeticus,61334,species,new,1,yes,exotic,Tracheophyta
Narcissus pseudonarcissus,Narcissus pseudonarcissus,55848,species,new,1,yes,exotic,Tracheophyta
Nasturtium microphyllum,Nasturtium microphyllum,204362,species,unconfirmed,0.576923076923077,yes,exotic,Tracheophyta
Nasturtium officinale,Nasturtium officinale,78174,species,confirmed,1,yes,exotic,Tracheophyta
Navarretia intertexta,Navarretia intertexta intertexta; Navarretia intertexta,80049; 60225,variety,confirmed,0.984375,yes,native,Tracheophyta
Navarretia squarrosa,Navarretia squarrosa,53157,species,confirmed,0.99236641221374,yes,native,Tracheophyta
Nemophila parviflora var. parviflora,Nemophila parviflora parviflora; Nemophila parviflora,58921; 57353,variety,confirmed,,yes,native,Tracheophyta
Nemophila pedunculata,Nemophila pedunculata,55461,species,confirmed,1,yes,native,Tracheophyta
Neottia cordata,Neottia cordata,204364,species,confirmed,1,yes,native,Tracheophyta
Nepeta cataria,Nepeta cataria,48622,species,new,1,no,exotic,Tracheophyta
Neslia paniculata,Neslia paniculata,129855,species,unconfirmed,0.169642857142857,yes,exotic,Tracheophyta
Nothochelone nemorosa,Nothochelone nemorosa,78231,species,new,,yes,native,Tracheophyta
Nuphar polysepala,Nuphar polysepala,78234,species,confirmed,1,yes,native,Tracheophyta
Nuttallanthus texanus,Nuttallanthus texanus,,,unconfirmed,0.79136690647482,yes,native,Tracheophyta
Nymphaea alba,Nymphaea alba,62009,species,new,0.857142857142857,no,exotic,Tracheophyta
Nymphaea odorata ssp. odorata,Nymphaea odorata,51119,species,confirmed,0.972222222222222,yes,exotic,Tracheophyta
Oemleria cerasiformis,Oemleria cerasiformis,53419,species,confirmed,1,yes,native,Tracheophyta
Oenanthe sarmentosa,Oenanthe sarmentosa,60127,species,confirmed,1,yes,native,Tracheophyta
Oenothera biennis,Oenothera biennis,62207,species,new,1,yes,exotic,Tracheophyta
Oenothera glazioviana,Oenothera glazioviana,62208,species,confirmed,0.985074626865672,yes,exotic,Tracheophyta
Olsynium douglasii var. douglasii,Olsynium douglasii; Olsynium douglasii douglasii,78257; 81155,variety,confirmed,,yes,native,Tracheophyta
Onopordum acanthium ssp. acanthium,Onopordum acanthium,78259,species,new,1,yes,exotic,Tracheophyta
Oplopanax horridus,Oplopanax horridus,83914,species,new,1,no,native,Tracheophyta
Opuntia fragilis,Opuntia fragilis,62474,species,confirmed,1,yes,native,Tracheophyta
Opuntia polyacantha,Opuntia polyacantha,,,,,no,native,Tracheophyta
Origanum vulgare,Origanum vulgare,61396,species,new,1,yes,exotic,Tracheophyta
Ornithogalum umbellatum,Ornithogalum umbellatum,56137,species,confirmed,1,yes,exotic,Tracheophyta
Orthilia secunda,Orthilia secunda,78288,species,new,0.985611510791367,no,native,Tracheophyta
Orthocarpus bracteosus,Orthocarpus bracteosus,78289,species,confirmed,1,yes,native,Tracheophyta
Osmorhiza berteroi,Osmorhiza berteroi,53166,species,confirmed,1,yes,native,Tracheophyta
Osmorhiza purpurea,Osmorhiza purpurea,78296,species,unconfirmed,0.306666666666667,yes,native,Tracheophyta
Oxalis corniculata,Oxalis corniculata,53168,species,new,1,yes,exotic,Tracheophyta
Oxalis dillenii,Oxalis dillenii,84772,species,confirmed,0.96875,yes,exotic,Tracheophyta
Oxalis oregana,Oxalis oregana,47757,species,new,1,yes,native,Tracheophyta
Oxalis stricta,Oxalis stricta,53183,species,new,1,no,exotic,Tracheophyta
Oxybasis chenopodioides,Oxybasis chenopodioides,896905,species,unconfirmed,0.755395683453237,yes,native,Tracheophyta
Oxybasis macrosperma,Chenopodium macrospermum halophilum,118453,subspecies,unconfirmed,0.0427350427350427,yes,exotic,Tracheophyta
Oxybasis rubra var. humilis,Oxybasis rubra; Oxybasis rubra humilis,931679; 931680,variety,confirmed,0.982905982905983,yes,native,Tracheophyta
Oxytropis campestris,Oxytropis campestris spicata; Oxytropis campestris,241915; 154238,species,confirmed,0.977272727272727,yes,native,Tracheophyta
Packera macounii,Packera macounii,78325,species,confirmed,0.96969696969697,yes,native,Tracheophyta
Panicum capillare,Panicum capillare,78337,species,confirmed,0.979591836734694,yes,native,Tracheophyta
Panicum miliaceum,Panicum miliaceum,78340,species,confirmed,0.971428571428572,yes,exotic,Tracheophyta
Panicum miliaceum ssp. ruderale,Panicum miliaceum ruderale,,,unconfirmed,0.748201438848921,yes,exotic,Tracheophyta
Papaver argemone,Roemeria argemone,1453825,species,confirmed,0.964285714285714,yes,exotic,Tracheophyta
Papaver cambricum,Papaver cambricum,807416,species,new,1,no,exotic,Tracheophyta
Papaver dubium,Papaver dubium,55918,species,confirmed,1,yes,exotic,Tracheophyta
Papaver orientale,Papaver orientale,166114,species,new,0.8,no,exotic,Tracheophyta
Papaver somniferum,Papaver somniferum,78346,species,new,,yes,exotic,Tracheophyta
Parthenocissus tricuspidata,Parthenocissus tricuspidata,166162,species,new,1,no,exotic,Tracheophyta
Paxistima myrsinites,Paxistima myrsinites,63893,species,confirmed,1,yes,native,Tracheophyta
Pectiantia ovalis,Brewerimitella ovalis,1424143,species,confirmed,1,yes,native,Tracheophyta
Pectiantia pentandra,Pectiantia pentandra,,,,,no,native,Tracheophyta
Pentaglottis sempervirens,Pentaglottis sempervirens,166466,species,new,1,no,exotic,Tracheophyta
Pentagramma triangularis ssp. triangularis,Pentagramma triangularis triangularis; Pentagramma triangularis,58767; 52676,subspecies,confirmed,,yes,native,Tracheophyta
Perideridia montana,Perideridia gairdneri borealis; Perideridia gairdneri,80105; 78434,species,confirmed,1,yes,native,Tracheophyta
Persicaria amphibia,Persicaria amphibia; Persicaria amphibia stipulacea,78450; 553504,species,confirmed,1,yes,native,Tracheophyta
Persicaria hydropiper,Persicaria hydropiper,78452,species,unconfirmed,0.798561151079137,yes,exotic,Tracheophyta
Persicaria hydropiperoides,Persicaria hydropiperoides,78453,species,confirmed,0.981818181818182,yes,native,Tracheophyta
Persicaria lapathifolia,Persicaria lapathifolia,63886,species,confirmed,0.98019801980198,yes,native,Tracheophyta
Persicaria maculosa,Persicaria maculosa,56166,species,confirmed,0.991379310344828,yes,exotic,Tracheophyta
Petasites frigidus var. palmatus,Petasites frigidus; Petasites frigidus palmatus,55780; 55778,variety,confirmed,1,yes,native,Tracheophyta
Petasites hybridus,Petasites hybridus,55850,species,new,0.833333333333333,no,exotic,Tracheophyta
Petasites japonicus,Petasites japonicus,129038,species,new,1,no,exotic,Tracheophyta
Phacelia linearis,Phacelia linearis,,,unconfirmed,0.194244604316547,no,native,Tracheophyta
Phalaris aquatica,Phalaris aquatica,,,unconfirmed,0.381294964028777,yes,exotic,Tracheophyta
Phalaris arundinacea,Phalaris arundinacea,63337,species,confirmed,1,yes,native,Tracheophyta
Phalaris canariensis,Phalaris canariensis,57191,species,confirmed,0.967741935483871,yes,exotic,Tracheophyta
Phedimus spurius,Phedimus spurius,204380,species,new,1,no,exotic,Tracheophyta
Philadelphus lewisii,Philadelphus lewisii,62223,species,confirmed,1,yes,native,Tracheophyta
Phleum pratense ssp. pratense,Phleum pratense,57190,species,confirmed,1,yes,exotic,Tracheophyta
Phragmites australis,Phragmites australis,64237,species,confirmed,1,yes,native,Tracheophyta
Phragmites australis ssp. americanus,Phragmites australis americanus,205873,subspecies,confirmed,0.963963963963964,yes,native,Tracheophyta
Phragmites australis ssp. australis,Phragmites australis australis,556361,subspecies,unconfirmed,0.717948717948718,yes,exotic,Tracheophyta
Phyllospadix scouleri,Phyllospadix scouleri,78561,species,confirmed,1,yes,native,Tracheophyta
Phyllospadix serrulatus,Phyllospadix serrulatus,166761,species,unconfirmed,0.431034482758621,yes,native,Tracheophyta
Phyllospadix torreyi,Phyllospadix torreyi,78562,species,new,1,no,native,Tracheophyta
Physocarpus capitatus,Physocarpus capitatus,57249,species,confirmed,1,yes,native,Tracheophyta
Picea sitchensis,Picea sitchensis,68131,species,confirmed,1,yes,native,Tracheophyta
Pinus contorta,Pinus contorta,48934,species,confirmed,1,yes,native,Tracheophyta
Pinus contorta var. contorta,Pinus contorta contorta,80130,variety,confirmed,1,yes,native,Tracheophyta
Pinus monticola,Pinus monticola,68084,species,new,1,no,native,Tracheophyta
Pisum sativum,Pisum sativum,54522,species,new,0.428571428571428,yes,exotic,Tracheophyta
Plagiobothrys figuratus var. figuratus,Plagiobothrys figuratus,166947,species,new,0.5,no,native,Tracheophyta
Plagiobothrys scouleri,Plagiobothrys scouleri,166953,species,confirmed,,yes,native,Tracheophyta
Plagiobothrys tenellus,Plagiobothrys tenellus,58066,species,confirmed,,yes,native,Tracheophyta
Plantago bigelovii,Plantago bigelovii,166998,species,confirmed,-13.5072463768116,yes,native,Tracheophyta
Plantago coronopus,Plantago coronopus,58960,species,new,1,no,exotic,Tracheophyta
Plantago elongata,Plantago elongata,58229,species,confirmed,1,yes,native,Tracheophyta
Plantago lanceolata,Plantago lanceolata,53178,species,confirmed,1,yes,exotic,Tracheophyta
Plantago major,Plantago major,58961,species,confirmed,1,yes,native,Tracheophyta
Plantago maritima,Plantago maritima,68543,species,confirmed,1,yes,native,Tracheophyta
Platanthera dilatata,Platanthera dilatata,78623,species,unconfirmed,0.18705035971223,yes,native,Tracheophyta
Platanthera elegans ssp. elegans,Platanthera elegans elegans; Platanthera elegans,840643; 840641,subspecies,confirmed,,yes,native,Tracheophyta
Platanthera elongata,Platanthera elongata,551466,species,confirmed,0.972222222222222,yes,native,Tracheophyta
Platanthera ephemerantha,Platanthera ephemerantha,473217,species,new,1,no,native,Tracheophyta
Platanthera huronensis,Platanthera huronensis,,,,,no,native,Tracheophyta
Platanthera orbiculata,Platanthera orbiculata,,,unconfirmed,0.309352517985612,yes,native,Tracheophyta
Platanthera stricta,Platanthera stricta,50739,species,unconfirmed,0.94715852442672,yes,native,Tracheophyta
Platanthera transversa,Platanthera transversa,355392,species,confirmed,0.982142857142857,yes,native,Tracheophyta
Platanthera unalascensis,Platanthera unalascensis,840638,species,confirmed,,yes,native,Tracheophyta
Plectritis brachystemon,Plectritis congesta brachystemon,57787,subspecies,new,0.9,no,native,Tracheophyta
Plectritis congesta,Plectritis congesta,57786,species,confirmed,1,yes,native,Tracheophyta
Plectritis macrocera,Plectritis macrocera,57287,species,confirmed,1,yes,native,Tracheophyta
Pleuropogon refractus,Pleuropogon refractus,78629,species,new,0.857142857142857,yes,native,Tracheophyta
Poa annua,Poa annua,52808,species,confirmed,1,yes,exotic,Tracheophyta
Poa bulbosa ssp. vivipara,Poa bulbosa,58382,species,confirmed,-18.2692307692308,yes,exotic,Tracheophyta
Poa compressa,Poa compressa,78636,species,confirmed,0.984848484848485,yes,exotic,Tracheophyta
Poa confinis,Poa confinis,78637,species,confirmed,0.993333333333333,yes,native,Tracheophyta
Poa howellii,Poa howellii,52812,species,unconfirmed,0.702898550724638,yes,native,Tracheophyta
Poa infirma,Poa infirma,78642,species,confirmed,1,yes,exotic,Tracheophyta
Poa macrantha,Poa macrantha,78647,species,unconfirmed,0.265486725663717,yes,native,Tracheophyta
Poa nemoralis,Poa nemoralis,78649,species,confirmed,0.957264957264957,yes,exotic,Tracheophyta
Poa palustris,Poa palustris,78650,species,unconfirmed,0.549618320610687,yes,native,Tracheophyta
Poa pratensis,Poa pratensis,60307,species,confirmed,1,yes,native,Tracheophyta
Poa secunda ssp. scabrella,Poa secunda scabrella,1582196,species,unconfirmed,0.102040816326531,yes,native,Tracheophyta
Poa secunda ssp. secunda,Poa secunda; Poa secunda secunda,57198; 58383,subspecies,confirmed,1,yes,native,Tracheophyta
Poa trivialis,Poa trivialis,78657,species,confirmed,0.991935483870968,yes,exotic,Tracheophyta
Podagrostis thurberiana,Agrostis aequivalvis,,,,,no,native,Tracheophyta
Polycarpon tetraphyllum ssp. tetraphyllum,Polycarpon tetraphyllum,58876,species,confirmed,0.948275862068966,yes,exotic,Tracheophyta
Polygonum achoreum,Polygonum achoreum,167223,species,unconfirmed,0.527777777777778,yes,native,Tracheophyta
Polygonum arenastrum,Polygonum arenastrum,53179,species,confirmed,0.98936170212766,yes,exotic,Tracheophyta
Polygonum aviculare,Polygonum aviculare,78678,species,confirmed,0.98936170212766,yes,exotic,Tracheophyta
Polygonum douglasii,Polygonum douglasii douglasii; Polygonum douglasii,238102; 78682,species,confirmed,0.977777777777778,yes,native,Tracheophyta
Polygonum fowleri ssp. fowleri,Polygonum fowleri,,,unconfirmed,0.194244604316547,yes,native,Tracheophyta
Polygonum paronychia,Polygonum paronychia,60734,species,confirmed,,yes,native,Tracheophyta
Polygonum spergulariiforme,Polygonum spergulariiforme,78692,species,confirmed,1,yes,native,Tracheophyta
Polypodium glycyrrhiza,Polypodium glycyrrhiza,55104,species,confirmed,1,yes,native,Tracheophyta
Polypodium hesperium,Polypodium hesperium,78693,species,unconfirmed,0.440677966101695,yes,native,Tracheophyta
Polypogon interruptus,Polypogon interruptus,59099,species,unconfirmed,0.201438848920863,yes,exotic,Tracheophyta
Polypogon monspeliensis,Polypogon monspeliensis,57197,species,confirmed,0.983050847457627,yes,exotic,Tracheophyta
Polystichum andersonii,Polystichum andersonii,143678,species,unconfirmed,0.946268656716418,yes,native,Tracheophyta
Polystichum imbricans ssp. imbricans,Polystichum imbricans; Polystichum imbricans imbricans,58763; 80164,subspecies,confirmed,1,yes,native,Tracheophyta
Polystichum munitum,Polystichum munitum,47751,species,confirmed,,yes,native,Tracheophyta
Populus balsamifera,Populus balsamifera,54838,species,new,0.875,no,native,Tracheophyta
Populus nigra,Populus nigra,47565,species,new,1,no,exotic,Tracheophyta
Populus tremuloides,Populus tremuloides,54840,species,confirmed,1,yes,native,Tracheophyta
Populus trichocarpa,Populus trichocarpa,78699,species,new,1,no,native,Tracheophyta
Portulaca oleracea,Portulaca oleracea,58991,species,new,0.944444444444444,yes,exotic,Tracheophyta
Potamogeton amplifolius,Potamogeton amplifolius,78705,species,confirmed,1,yes,native,Tracheophyta
Potamogeton berchtoldii,Potamogeton berchtoldii,78706,variety,unconfirmed,0.676258992805755,yes,native,Tracheophyta
Potamogeton crispus,Potamogeton crispus,78707,species,new,0.333333333333333,no,exotic,Tracheophyta
Potamogeton foliosus,Potamogeton foliosus,,,unconfirmed,0.762589928057554,yes,native,Tracheophyta
Potamogeton friesii,Potamogeton friesii,167322,species,unconfirmed,0.111111111111111,yes,native,Tracheophyta
Potamogeton gramineus,Potamogeton gramineus,78710,species,unconfirmed,0.0925925925925926,yes,native,Tracheophyta
Potamogeton natans,Potamogeton natans,78712,species,confirmed,0.980392156862745,yes,native,Tracheophyta
Potamogeton obtusifolius,Potamogeton obtusifolius,167326,species,unconfirmed,0.669064748201439,yes,native,Tracheophyta
Potamogeton praelongus,Potamogeton praelongus,78713,species,confirmed,0.888888888888889,yes,native,Tracheophyta
Potamogeton pusillus,Potamogeton pusillus,,,unconfirmed,0.733812949640288,yes,native,Tracheophyta
Potamogeton richardsonii,Potamogeton richardsonii,78715,species,new,1,no,native,Tracheophyta
Potamogeton robbinsii,Potamogeton robbinsii,78716,species,new,0.666666666666667,no,native,Tracheophyta
Potamogeton zosteriformis,Potamogeton zosteriformis,,,unconfirmed,0.733812949640288,yes,native,Tracheophyta
Potentilla anserina,Argentina anserina,158615,species,new,1,no,native,Tracheophyta
Potentilla anserina ssp. egedii,Argentina anserina groenlandica,956480,subspecies,confirmed,0.887096774193548,yes,unknown,Tracheophyta
Potentilla anserina ssp. pacifica,Argentina pacifica,524900,species,new,1,no,native,Tracheophyta
Potentilla gracilis,Potentilla gracilis,78728,species,confirmed,1,no,native,Tracheophyta
Potentilla gracilis var. gracilis,Potentilla gracilis gracilis,81286,variety,confirmed,1,yes,native,Tracheophyta
Potentilla norvegica,Potentilla norvegica,55732,species,confirmed,1,yes,native,Tracheophyta
Potentilla recta,Potentilla recta,62211,species,new,1,no,exotic,Tracheophyta
Potentilla rivalis,Potentilla rivalis,,,,,unknown,native,Tracheophyta
Poteridium annuum,Sanguisorba annua; Sanguisorba occidentalis,168411,species,unconfirmed,0.0943396226415094,yes,native,Tracheophyta
Poterium sanguisorba var. polygamum,Sanguisorba minor,55736,species,confirmed,1,yes,exotic,Tracheophyta
Primula pauciflora,Primula pauciflora macrocarpa; Primula pauciflora pauciflora; Primula pauciflora,550711; 498086,species,confirmed,1,yes,native,Tracheophyta
Prosartes hookeri,Prosartes hookeri,51071,species,confirmed,1,yes,native,Tracheophyta
Prosartes smithii,Prosartes smithii,57506,species,new,1,no,native,Tracheophyta
Prunella vulgaris,Prunella vulgaris,52764,species,confirmed,1,yes,native,Tracheophyta
Prunella vulgaris var. lanceolata,Prunella vulgaris lanceolata,60213,subspecies,new,0.9375,no,native,Tracheophyta
Prunella vulgaris var. vulgaris,Prunella vulgaris vulgaris,81287,subspecies,new,0.833333333333333,yes,exotic,Tracheophyta
Prunus avium,Prunus avium,61964,species,confirmed,1,yes,exotic,Tracheophyta
Prunus cerasifera,Prunus cerasifera,55837,species,new,1,yes,exotic,Tracheophyta
Prunus emarginata,Prunus emarginata,63905,species,confirmed,1,yes,native,Tracheophyta
Prunus hortulana,Prunus hortulana,167464,species,unconfirmed,0.798561151079137,yes,unknown,Tracheophyta
Prunus laurocerasus,Prunus laurocerasus,61432,species,new,1,yes,exotic,Tracheophyta
Prunus mahaleb,Prunus mahaleb,126808,species,new,0.666666666666667,no,exotic,Tracheophyta
Prunus pugetensis,Prunus × pugetensis,,,new,0.83453237410072,yes,unknown,Tracheophyta
Prunus serotina var. serotina,Prunus serotina,54834,species,new,0.91304347826087,no,exotic,Tracheophyta
Prunus spinosa,Prunus spinosa,55811,species,confirmed,0.84375,yes,exotic,Tracheophyta
Prunus virginiana,Prunus virginiana,54835,species,confirmed,,yes,native,Tracheophyta
Pseudognaphalium luteoalbum,Helichrysum luteoalbum; Pseudognaphalium luteoalbum,53083,species,new,1,yes,exotic,Tracheophyta
Pseudognaphalium stramineum,Pseudognaphalium stramineum,53089,species,new,1,yes,exotic,Tracheophyta
Pseudognaphalium thermale,Pseudognaphalium thermale,78765,species,new,1,no,native,Tracheophyta
Pseudosasa japonica,Pseudosasa japonica,167508,species,new,0.985611510791367,no,exotic,Tracheophyta
Pseudotsuga menziesii var. menziesii,Pseudotsuga menziesii menziesii; Pseudotsuga menziesii,63910; 48256,variety,confirmed,1,yes,native,Tracheophyta
Psilocarphus elatior,Psilocarphus elatior,78770,species,confirmed,,yes,native,Tracheophyta
Psilocarphus tenellus,Psilocarphus tenellus,53188,species,confirmed,,yes,native,Tracheophyta
Pteridium aquilinum,Pteridium aquilinum,52681,species,confirmed,1,yes,native,Tracheophyta
Pteridium aquilinum var. pubescens,Pteridium aquilinum pubescens,52684,variety,confirmed,1,yes,native,Tracheophyta
Pterospora andromedea,Pterospora andromedea,52118,species,confirmed,0.953488372093023,yes,native,Tracheophyta
Pterostegia drymarioides,Pterostegia drymarioides,,,,,no,unknown,Tracheophyta
Puccinellia distans,Puccinellia distans,78780,species,new,1,no,exotic,Tracheophyta
Puccinellia lemmonii,Puccinellia lemmonii,78782,species,unconfirmed,0.644927536231884,yes,unknown,Tracheophyta
Puccinellia nutkaensis,Puccinellia nutkaensis,78783,species,confirmed,0.991150442477876,yes,native,Tracheophyta
Puccinellia nuttalliana,Puccinellia nuttalliana,60309,species,confirmed,0.992125984251969,yes,native,Tracheophyta
Puccinellia pumila,Puccinellia pumila,78785,species,unconfirmed,0.511627906976744,yes,native,Tracheophyta
Pyracantha coccinea,Pyracantha coccinea,57254,species,confirmed,1,yes,exotic,Tracheophyta
Pyrola aphylla,Pyrola aphylla,630966,species,new,0.833333333333333,no,native,Tracheophyta
Pyrola asarifolia,Pyrola asarifolia,78793,species,new,0.928571428571429,no,native,Tracheophyta
Pyrola dentata,Pyrola dentata,,,unconfirmed,0.589928057553957,yes,native,Tracheophyta
Pyrola picta ssp. dentata,Pyrola picta,62239,species,new,0.666666666666667,no,native,Tracheophyta
Quercus cerris,Quercus cerris,135408,species,unconfirmed,0.431654676258993,yes,exotic,Tracheophyta
Quercus garryana var. garryana,Quercus garryana; Quercus garryana garryana,68632; 63890,variety,confirmed,,yes,native,Tracheophyta
Ranunculus acris,Ranunculus acris,56064,species,confirmed,1,yes,exotic,Tracheophyta
Ranunculus alismifolius var. alismifolius,Ranunculus alismifolius alismifolius; Ranunculus alismifolius,81317; 78815,variety,confirmed,,yes,native,Tracheophyta
Ranunculus aquatilis,Ranunculus aquatilis,78817,species,confirmed,0.918367346938776,yes,native,Tracheophyta
Ranunculus aquatilis var. diffusus,Ranunculus trichophyllus,486980,species,unconfirmed,0.712230215827338,yes,native,Tracheophyta
Ranunculus bulbosus,Ranunculus bulbosus,78820,species,confirmed,1,yes,exotic,Tracheophyta
Ranunculus californicus,Ranunculus californicus,52173,species,confirmed,1,yes,native,Tracheophyta
Ranunculus flammula,Ranunculus flammula,67826,species,confirmed,0.971428571428572,yes,native,Tracheophyta
Ranunculus flammula var. reptans,Ranunculus reptans,517683,subspecies,unconfirmed,0.484375,yes,unknown,Tracheophyta
Ranunculus gmelinii,Ranunculus gmelinii,167724,species,unconfirmed,0.755395683453237,yes,native,Tracheophyta
Ranunculus lobbii,Ranunculus lobbii,,,unconfirmed,0.0287769784172662,yes,native,Tracheophyta
Ranunculus macounii,Ranunculus macounii,,,unconfirmed,0.107913669064748,yes,native,Tracheophyta
Ranunculus occidentalis var. occidentalis,Ranunculus occidentalis; Ranunculus occidentalis occidentalis,68057; 81335,variety,confirmed,,yes,native,Tracheophyta
Ranunculus orthorhynchus var. orthorhynchus,Ranunculus orthorhynchus,67827,species,confirmed,1,yes,native,Tracheophyta
Ranunculus parviflorus,Ranunculus parviflorus,78829,species,confirmed,1,yes,exotic,Tracheophyta
Ranunculus repens,Ranunculus repens,48229,species,confirmed,1,yes,exotic,Tracheophyta
Ranunculus sardous,Ranunculus sardous,78832,species,new,0.5,no,exotic,Tracheophyta
Ranunculus sceleratus,Ranunculus sceleratus,59301,species,confirmed,0.96969696969697,yes,native,Tracheophyta
Ranunculus uncinatus,Ranunculus uncinatus parviflorus; Ranunculus uncinatus,63896; 63898,species,confirmed,,yes,native,Tracheophyta
Raphanus raphanistrum,Raphanus raphanistrum,55411,species,confirmed,-18.1826923076923,yes,exotic,Tracheophyta
Raphanus sativus,Raphanus raphanistrum sativus,995125,species,confirmed,0.984375,yes,exotic,Tracheophyta
Rhinanthus minor ssp. groenlandicus,Rhinanthus groenlandicus,1047010,species,new,0.985611510791367,no,native,Tracheophyta
Rhinanthus minor ssp. minor,Rhinanthus minor,61470,species,confirmed,1,yes,native,Tracheophyta
Rhododendron groenlandicum,Rhododendron groenlandicum,180413,species,new,1,no,native,Tracheophyta
Rhynchospora alba,Rhynchospora alba,,,unconfirmed,0.568345323741007,unknown,native,Tracheophyta
Ribes bracteosum,Ribes bracteosum,78852,species,confirmed,1,yes,native,Tracheophyta
Ribes divaricatum var. divaricatum,Ribes divaricatum; Ribes divaricatum divaricatum,53448; 53449,variety,confirmed,1,yes,native,Tracheophyta
Ribes lacustre,Ribes lacustre,78858,species,confirmed,1,yes,native,Tracheophyta
Ribes lobbii,Ribes lobbii,78861,species,confirmed,1,yes,native,Tracheophyta
Ribes sanguineum var. sanguineum,Ribes sanguineum,53435,species,confirmed,1,yes,native,Tracheophyta
Robinia hispida var. hispida,Robinia hispida,129107,species,new,0.5,no,exotic,Tracheophyta
Robinia pseudoacacia,Robinia pseudoacacia,56088,species,confirmed,1,yes,exotic,Tracheophyta
Romanzoffia sitchensis,Romanzoffia sitchensis,78872,species,new,0.666666666666667,no,native,Tracheophyta
Romanzoffia tracyi,Romanzoffia tracyi,78873,species,confirmed,1,yes,native,Tracheophyta
Rorippa amphibia,Rorippa amphibia,167957,species,new,0.75,no,exotic,Tracheophyta
Rorippa curvipes,Rorippa curvipes,78876,species,unconfirmed,0.0841121495327103,yes,native,Tracheophyta
Rorippa curvisiliqua,Rorippa curvisiliqua,58866,species,confirmed,0.992424242424243,yes,native,Tracheophyta
Rorippa palustris ssp. palustris,Rorippa palustris,64162,species,confirmed,1,yes,native,Tracheophyta
Rorippa sylvestris,Rorippa sylvestris,167973,species,confirmed,0.990909090909091,yes,exotic,Tracheophyta
