scientificName,link_name,link_taxon_id,taxon_rank,infrataxon_status,provenance_status,provincial_concern,introduction_status,reportingStatus,solow_EP,phylum
Galium aparine,Galium aparine,53059,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Galium boreale,Galium boreale,77188,species,non-infrataxon,voucher,secure,native,confirmed,0.02,Tracheophyta
Galium odoratum,Galium odoratum,56065,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Galium trifidum,Galium trifidum,77216,species,non-infrataxon,voucher,unknown,native,confirmed,0.013,Tracheophyta
Galium triflorum,Galium triflorum,53065,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Gaultheria shallon,Gaultheria shallon,48441,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Geranium dissectum,Geranium dissectum,53075,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Geranium lucidum,Geranium lucidum,77255,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Geranium molle,Geranium molle,53076,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Geranium robertianum,Geranium robertianum,55925,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Geum macrophyllum var. macrophyllum,Geum macrophyllum; Geum macrophyllum macrophyllum,77266; 80908,variety,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Glehnia littoralis ssp. leiocarpa,Glehnia littoralis; Glehnia littoralis leiocarpa,77282; 79928,subspecies,non-infrataxon,no_voucher; voucher,unknown,native,confirmed,0.008,Tracheophyta
Gnaphalium palustre,Gnaphalium palustre,57980,species,non-infrataxon,voucher,secure,native,confirmed,0.014,Tracheophyta
Gnaphalium uliginosum,Gnaphalium uliginosum,136366,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Goodyera oblongifolia,Goodyera oblongifolia,50719,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Grindelia stricta,Grindelia stricta stricta; Grindelia stricta,80915; 61992,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Hedera helix,Hedera helix,55882,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Helenium autumnale,Helenium autumnale,77349,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Heracleum maximum,Heracleum maximum,53094,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Hesperis matronalis,Hesperis matronalis,47697,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.012,Tracheophyta
Heterocodon rariflorus,Heterocodon rariflorum,58868,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Heuchera micrantha var. diversifolia,Heuchera micrantha diversifolia; Heuchera micrantha,51344; 51274,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Hieracium albiflorum,Hieracium albiflorum,63937,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Hieracium aurantiacum,Pilosella aurantiaca,711103,species,non-infrataxon,voucher,unknown,exotic,new,0.006,Tracheophyta
Hippuris vulgaris,Hippuris vulgaris,77422,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Holcus lanatus,Holcus lanatus,52793,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.009,Tracheophyta
Holodiscus discolor var. discolor,Holodiscus discolor discolor; Holodiscus discolor,53414,variety,non-infrataxon,unknown; voucher,secure,native,confirmed,0,Tracheophyta
Hordeum brachyantherum ssp. brachyantherum,Hordeum brachyantherum,57173,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Hordeum jubatum,Hordeum jubatum,60287,species,non-infrataxon,voucher,unknown,native,confirmed,0.013,Tracheophyta
Hordeum marinum ssp. gussoneanum,Hordeum marinum gussoneanum; Hordeum marinum,63879; 57181,subspecies,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Hordeum murinum,Hordeum murinum,52796,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Hosackia gracilis,Hosackia gracilis,50841,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Hydrophyllum tenuipes,Hydrophyllum tenuipes,77472,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Hypericum anagalloides,Hypericum anagalloides,61032,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Hypericum androsaemum,Hypericum androsaemum,77480,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Hypericum calycinum,Hypericum calycinum,77481,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Hypericum perforatum ssp. perforatum,Hypericum perforatum,56077,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Hypericum scouleri,Hypericum scouleri,77484,species,non-infrataxon,voucher,secure,native,confirmed,0.019,Tracheophyta
Hypochaeris glabra,Hypochaeris glabra,53103,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Hypochaeris radicata,Hypochaeris radicata,53104,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Idahoa scapigera,Idahoa scapigera,77486,species,non-infrataxon,voucher,secure,native,confirmed,0.014,Tracheophyta
Ilex aquifolium,Ilex aquifolium,53856,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Impatiens glandulifera,Impatiens glandulifera,47892,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Impatiens parviflora,Impatiens parviflora,51736,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Iris pseudacorus,Iris pseudacorus,47779,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Isoetes nuttallii,Isoetes nuttallii,63827,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Jacobaea vulgaris,Jacobaea vulgaris,62498,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Jaumea carnosa,Jaumea carnosa,60969,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Juglans regia,Juglans regia,63935,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.013,Tracheophyta
Juncus acuminatus,Juncus acuminatus,77549,species,non-infrataxon,voucher,secure,native,unconfirmed,0.501,Tracheophyta
Juncus articulatus,Juncus articulatus,77552,species,non-infrataxon,voucher,secure,native,confirmed,0.029,Tracheophyta
Juncus balticus ssp. ater,Juncus lesueurii; Juncus balticus; Juncus balticus ater,58347; 79959,subspecies,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Juncus bolanderi,Juncus bolanderi,77553,species,non-infrataxon,voucher,secure,native,confirmed,0.045,Tracheophyta
Juncus bufonius var. bufonius,Juncus bufonius,57107,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Juncus effusus,Juncus effusus,56153,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Juncus ensifolius var. ensifolius,Juncus ensifolius,77569,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Juncus kelloggii,Juncus kelloggii,64186,species,non-infrataxon,voucher,concern,native,confirmed,0.019,Tracheophyta
Juncus occidentalis,Juncus occidentalis,61826,species,non-infrataxon,voucher,concern,exotic,confirmed,0.02,Tracheophyta
Juncus tenuis var. tenuis,Juncus tenuis,69930,species,non-infrataxon,voucher,secure,native,confirmed,0.013,Tracheophyta
Juniperus communis,Juniperus communis,58725,species,non-infrataxon,voucher,unknown,native,confirmed,0.006,Tracheophyta
Juniperus scopulorum,Juniperus scopulorum; Juniperus maritima,135883; 164313,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Kickxia elatine,Kickxia elatine,64332,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Koeleria macrantha,Koeleria macrantha,57183,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Laburnum anagyroides,Laburnum anagyroides,51810,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lactuca serriola,Lactuca serriola,53107,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Lamium amplexicaule,Lamium amplexicaule,55459,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lamium purpureum,Lamium purpureum purpureum; Lamium purpureum,241234; 55851,,non-infrataxon,no_voucher; voucher,unknown,exotic,confirmed,0,Tracheophyta
Lapsana communis,Lapsana communis,55981,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lathyrus japonicus,Lathyrus japonicus; Lathyrus japonicus maritimus,77638; 118549,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lathyrus latifolius,Lathyrus latifolius,61009,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lathyrus littoralis,Lathyrus littoralis,61005,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis nevadensis; Lathyrus nevadensis,81015; 77640,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lemna minor,Lemna minor,54518,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Leontodon saxatilis ssp. saxatilis,Leontodon saxatilis; Leontodon saxatilis saxatilis,60973; 60975,subspecies,non-infrataxon,no_voucher; voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Lepidium campestre,Lepidium campestre,77663,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lepidium didymum,Lepidium didymum,60987,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Lepidium heterophyllum,Lepidium heterophyllum; Lepidium heterophyllum heterophyllum,77669,,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lepidium virginicum ssp. menziesii,Lepidium virginicum menziesii,79971,subspecies,infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Lepidium virginicum ssp. pubescens,Lepidium virginicum,77676,species,infrataxon,voucher,unknown,native,confirmed,0.007,Tracheophyta
Leucanthemum vulgare,Leucanthemum vulgare,56057,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Leymus mollis ssp. mollis,Leymus mollis mollis; Leymus mollis,118426; 61067,subspecies,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Leymus triticoides,Leymus triticoides,57184,species,non-infrataxon,voucher,unknown,native,unconfirmed,0.41,Tracheophyta
Ligustrum vulgare,Ligustrum vulgare,119805,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lilaeopsis occidentalis,Lilaeopsis occidentalis,77742,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Lilium columbianum,Lilium columbianum,77744,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Limnanthes macounii,Limnanthes macounii,181602,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Linaria dalmatica ssp. dalmatica,Linaria dalmatica,77776,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Linaria purpurea,Linaria purpurea,77778,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Linnaea borealis ssp. longiflora,Linnaea borealis; Linnaea borealis longiflora,77780; 81026,subspecies,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Lithophragma glabrum,Lithophragma glabrum,77789,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lithophragma parviflorum,Lithophragma parviflorum,77791,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lobularia maritima,Lobularia maritima,56992,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Lolium multiflorum,Lolium multiflorum,68479,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.013,Tracheophyta
Lolium perenne,Lolium perenne,52801,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.015,Tracheophyta
Lomatium dissectum,Lomatium dissectum,77805,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Lomatium nudicaule,Lomatium nudicaule,77818,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lomatium utriculatum,Lomatium utriculatum,56827,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lonicera ciliosa,Lonicera ciliosa,77832,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lonicera hispidula,Lonicera hispidula,53416,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lonicera involucrata var. involucrata,Lonicera involucrata involucrata; Lonicera involucrata,81040; 60881,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lotus corniculatus,Lotus corniculatus,47435,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lotus tenuis,Lotus tenuis,77838,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Luina hypoleuca,Luina hypoleuca,77843,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lunaria annua,Lunaria annua,55886,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lupinus arboreus,Lupinus arboreus,61010,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lupinus bicolor,Lupinus bicolor bicolor; Lupinus gussoneanus; Lupinus bicolor,237088; 493110; 50614,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lupinus lepidus var. lepidus,Lupinus lepidus; Lupinus lepidus lepidus,62689; 553345,variety,non-infrataxon,voucher,concern,native,confirmed,0.006,Tracheophyta
Lupinus littoralis var. littoralis,Lupinus littoralis,77872,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Lupinus microcarpus,Lupinus microcarpus microcarpus; Lupinus densiflorus; Lupinus densiflorus densiflorus,768218; 241537,,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Lupinus oreganus var. kincaidii,Lupinus oreganus,164915,subspecies,non-infrataxon,voucher,unknown,native,unconfirmed,1,Tracheophyta
Lupinus polyphyllus,Lupinus polyphyllus,59549,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Lupinus polyphyllus var. pallidipes,Lupinus polyphyllus pallidipes,81075,variety,infrataxon,voucher,unknown,native,confirmed,0.03,Tracheophyta
Luzula campestris ssp. campestris,Luzula campestris,55795,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.256,Tracheophyta
Luzula subsessilis,Luzula subsessilis,77901,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Lychnis coronaria,Silene coronaria,485191,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Lysichiton americanus,Lysichiton americanus,48537,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lysimachia arvensis,Lysimachia arvensis,791928,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Lysimachia latifolia,Lysimachia latifolia,496537,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Lysimachia vulgaris,Lysimachia vulgaris,62338,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.014,Tracheophyta
Lythrum salicaria,Lythrum salicaria,61321,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Madia glomerata,Madia glomerata,77923,species,non-infrataxon,voucher,secure,native,confirmed,0.013,Tracheophyta
Madia gracilis,Madia gracilis,53135,species,non-infrataxon,voucher,secure,native,confirmed,0.021,Tracheophyta
Madia sativa,Madia sativa,53143,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Maianthemum dilatatum,Maianthemum dilatatum,63939,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule; Maianthemum racemosum,53012; 51062,subspecies,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Maianthemum stellatum,Maianthemum stellatum,53268,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Malus fusca,Malus fusca,77948,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Malus pumila,Malus domestica,469472,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Malva moschata,Malva moschata,55977,species,non-infrataxon,voucher,unknown,exotic,new,0.006,Tracheophyta
Malva neglecta,Malva neglecta,77952,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Malva sylvestris,Malva sylvestris,56162,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Marah oreganus,Marah oregana,77960,species,non-infrataxon,voucher,concern,native,confirmed,0.006,Tracheophyta
Marrubium vulgare,Marrubium vulgare,54605,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Matricaria discoidea,Matricaria discoidea,52992,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Meconella oregana,Meconella oregana,77970,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Medicago arabica,Medicago arabica,61012,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Medicago lupulina,Medicago lupulina,57056,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Medicago polymorpha,Medicago polymorpha,53151,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Melica subulata,Melica subulata,77986,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Melissa officinalis,Melissa officinalis,59901,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Mentha canadensis,Mentha canadensis,77991,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Micranthes integrifolia,Micranthes integrifolia,78027,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Micranthes occidentalis,Micranthes occidentalis,357953,species,non-infrataxon,voucher,secure,native,new,0.024,Tracheophyta
Micranthes rufidula,Micranthes rufidula,357949,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Microseris bigelovii,Microseris bigelovii,60977,species,non-infrataxon,voucher,concern,native,confirmed,0.008,Tracheophyta
Microsteris gracilis,Microsteris gracilis gracilis; Microsteris gracilis,61212; 61210,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Moehringia macrophylla,Moehringia macrophylla,61884,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Moenchia erecta ssp. erecta,Moenchia erecta,78088,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Monotropa uniflora,Monotropa uniflora,49477,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Montia dichotoma,Montia dichotoma,78119,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Montia fontana,Montia fontana,58990,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Montia howellii,Montia howellii,78121,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Montia linearis,Montia linearis,78122,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Montia parvifolia var. flagellaris,Montia parvifolia,78123,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Muscari neglectum,Muscari neglectum,68846,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Mycelis muralis,Mycelis muralis,48543,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Myosotis arvensis,Myosotis arvensis,51726,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.019,Tracheophyta
Myosotis discolor,Myosotis discolor,70265,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Myosotis laxa,Myosotis laxa,78150,species,non-infrataxon,voucher,secure,native,confirmed,0.025,Tracheophyta
Myosurus minimus,Myosurus minimus,58306,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Myriopteris gracillima,Myriopteris gracillima,472796,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Narcissus poeticus,Narcissus poeticus,61334,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Narcissus pseudonarcissus,Narcissus pseudonarcissus,55848,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Nasturtium officinale,Nasturtium officinale,78174,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Navarretia propinqua,Navarretia intertexta intertexta; Navarretia intertexta,80049; 60225,variety,non-infrataxon,voucher,concern,native,confirmed,0.006,Tracheophyta
Navarretia squarrosa,Navarretia squarrosa,53157,species,non-infrataxon,voucher,secure,native,confirmed,0.008,Tracheophyta
Nemophila parviflora var. parviflora,Nemophila parviflora parviflora; Nemophila parviflora,58921; 57353,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Nemophila pedunculata,Nemophila pedunculata,55461,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Neottia cordata,Neottia cordata,204364,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Nuphar polysepala,Nuphar polysepala,78234,species,non-infrataxon,voucher,secure,native,confirmed,0.014,Tracheophyta
Nymphaea odorata ssp. odorata,Nymphaea odorata,51119,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Oemleria cerasiformis,Oemleria cerasiformis,53419,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Oenanthe sarmentosa,Oenanthe sarmentosa,60127,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Olsynium douglasii var. douglasii,Olsynium douglasii; Olsynium douglasii douglasii,78257; 81155,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Onopordum acanthium ssp. acanthium,Onopordum acanthium,78259,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Opuntia fragilis,Opuntia fragilis,62474,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Origanum vulgare,Origanum vulgare,61396,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Ornithogalum umbellatum,Ornithogalum umbellatum,56137,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Orthocarpus bracteosus,Orthocarpus bracteosus,78289,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Osmorhiza berteroi,Osmorhiza berteroi,53166,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Oxalis corniculata,Oxalis corniculata,53168,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Oxalis oregana,Oxalis oregana,47757,species,non-infrataxon,voucher,concern,native,new,0,Tracheophyta
Panicum miliaceum,Panicum miliaceum,78340,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.013,Tracheophyta
Papaver argemone,Roemeria argemone,1453825,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Papaver somniferum,Papaver somniferum,78346,species,non-infrataxon,voucher,unknown,exotic,unknown,0.007,Tracheophyta
Paxistima myrsinites,Paxistima myrsinites,63893,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Pectiantia ovalis,Brewerimitella ovalis,1424143,species,non-infrataxon,voucher,unknown,native,confirmed,0.006,Tracheophyta
Pentagramma triangularis ssp. triangularis,Pentagramma triangularis triangularis; Pentagramma triangularis,58767,subspecies,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Perideridia montana,Perideridia gairdneri borealis; Perideridia gairdneri,80105; 78434,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Persicaria amphibia,Persicaria amphibia; Persicaria amphibia stipulacea,78450; 553504,,non-infrataxon,voucher,secure,native,confirmed,0.008,Tracheophyta
Persicaria hydropiperoides,Persicaria hydropiperoides,78453,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Persicaria lapathifolia,Persicaria lapathifolia,63886,species,non-infrataxon,voucher,secure,native,confirmed,0.142,Tracheophyta
Persicaria maculosa,Persicaria maculosa,56166,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Petasites frigidus var. palmatus,Petasites frigidus; Petasites frigidus palmatus,55780; 55778,variety,non-infrataxon,no_voucher; voucher,secure,native,confirmed,0,Tracheophyta
Phalaris arundinacea,Phalaris arundinacea,63337,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Philadelphus lewisii,Philadelphus lewisii,62223,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Phleum pratense ssp. pratense,Phleum pratense,57190,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Physocarpus capitatus,Physocarpus capitatus,57249,species,non-infrataxon,voucher,secure,native,confirmed,0.011,Tracheophyta
Picea sitchensis,Picea sitchensis,68131,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Pinus contorta,Pinus contorta,48934,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Pinus contorta var. contorta,Pinus contorta contorta,80130,variety,infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Plagiobothrys scouleri,Plagiobothrys scouleri,166953,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Plagiobothrys tenellus,Plagiobothrys tenellus,58066,species,non-infrataxon,voucher,concern,native,confirmed,0.013,Tracheophyta
Plantago elongata,Plantago bigelovii; Plantago elongata,166998; 58229,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Plantago lanceolata,Plantago lanceolata,53178,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Plantago major,Plantago major,58961,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Plantago maritima,Plantago maritima,68543,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Platanthera elegans ssp. elegans,Platanthera elegans elegans; Platanthera elegans,840643; 840641,subspecies,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Platanthera elongata,Platanthera elongata,551466,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Platanthera transversa,Platanthera transversa,355392,species,non-infrataxon,voucher,secure,native,confirmed,0.009,Tracheophyta
Platanthera unalascensis,Platanthera unalascensis,840638,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Plectritis congesta,Plectritis congesta,57786,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Poa annua,Poa annua,52808,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Poa bulbosa ssp. vivipara,Poa bulbosa,58382,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Poa compressa,Poa compressa,78636,species,non-infrataxon,voucher,unknown,exotic,unconfirmed,0.78,Tracheophyta
Poa confinis,Poa confinis,78637,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Poa infirma,Poa infirma,78642,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Poa pratensis,Poa pratensis,60307,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Poa secunda ssp. scabrella,Poa secunda scabrella,1582196,species,infrataxon,voucher,unknown,native,unconfirmed,0.84,Tracheophyta
Poa secunda ssp. secunda,Poa secunda; Poa secunda secunda,57198; 58383,subspecies,infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Poa trivialis,Poa trivialis,78657,species,non-infrataxon,voucher,unknown,exotic,unconfirmed,0.777,Tracheophyta
Polygonum arenastrum,Polygonum arenastrum,53179,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
