,scientificName,scientificNameAuthorship,commonName,kingdom,phylum,sub_phylum,super_class,class,sub_class,super_order,order,sub_order,super_family,family,sub_family,introduction_status,provincial_status,reporting_status,documented_in_iNaturalist,last_record_date,last_record_observer,last_record_source,last_record_ID,LGL_limited,first_record_date,first_record_observer,first_record_ID,iNaturalist_photo,curation_notes,iNatTaxonID,taxon_group,iNatTaxon,region_name,subtaxon_author,subclass,superorder,suborder,superfamily,subfamily,tribe,genus,species,hybrid,subspecies,variety,origin,national_status,iNat_observation_status,first_record_source,first_observation_date,first_observation_observer,first_observation_ID,stats_code,region,subtaxon_authorship,specificEpithet,sub_species,first_record_GBIF_ID,first_record_iNat_date,first_observation_by,n_total,cutation_notes,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,nameStatus
3571,Luzula hitchcockii,Hämet-Ahti,hitchccock's woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5 (2019),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-07-26,judithofsquamish,https://www.inaturalist.org/observations/8898086,https://static.inaturalist.org/photos/11973310/medium.jpeg?1511377164,LGL nee 2l Luzula hitchcockii nee 2l14 as,143686,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,hitchcockii,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143686,Luzula hitchcockii,,accepted
3572,Luzula macrantha,(S. Watson) Zika & B.L. Wilson,prairie woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida, ,NA,Poales,NA,NA,Juncaceae,NA,native,S4S5 (2019),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,890625,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,macrantha,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890625,Luzula macrantha,,accepted
3573,Luzula multiflora multiflora,(Ehrh.) Lej.,heath woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,exotic,SNA (2015),confirmed,documented,4487,John Davidson,UBC,UBC: V49223,NA,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/9187510,https://static.inaturalist.org/photos/12434621/medium.jpeg?1513564888,NA,237139,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,multiflora,NA,Luzula multiflora multiflora,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237139,Luzula multiflora multiflora,,accepted
3574,Luzula parviflora,(Ehrh.) Desv,small-flowered woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5,reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,77897,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,parviflora,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77897,Luzula parviflora,,accepted
3575,Luzula parviflora subsp. fastigiata ,(Ehrh.) Desv,small-flowered woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5 (2000),confirmed,documented,28343,Chris Clement ,RBCM,V146581,NA,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14171647,https://static.inaturalist.org/photos/21010868/medium.jpeg?1531071487,L. parviflora ssp. fastigiata is the sole ssp recorded in BC for this species.,77897,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,parviflora,NA,Luzula parviflora fastigiata,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80006,Luzula parviflora fastigiata,,accepted
3576,Luzula parviflora subsp. parviflora,(Ehrh.) Desv,small-flowered woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5,reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,80007,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,parviflora,NA,Luzula parviflora parviflora,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80007,Luzula parviflora parviflora,,accepted
3577,Luzula spicata,(L.( DeConte,spiked wood-rush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5 (2019),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,77899,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,spicata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77899,Luzula spicata,,accepted
3578,Luzula subsessilis ,(S. Watson) Buchenau,pacific woodrush,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Juncaceae,NA,native,S5 (2000) ,reported,undocumented,39622,Peter F. Zika,CIC,CIC: 39047,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,LGL reeorl Luzula subsessilis reeorled as,77901,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Luzula,subsessilis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77901,Luzula subsessilis,,accepted
3579,Lycopodiella inundata,(L.) Holub,inundated bog clubmoss,Plantae,Tracheophyta,NA,NA,Lycopodiopsida,NA,NA,Lycopodiales,NA,NA,Lycopodiaceae,Lycopodielloideae,native,S5 (2019),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-05-19,bobkennedy,https://www.inaturalist.org/observations/25713054,https://static.inaturalist.org/photos/39853150/medium.jpg?1558751439,LGL ned 2p Lycopodiella inundata ned 2p19 as,77913,plantae_and_chromista,NA,AHSBR,NA,,,,,Lycopodielloideae,,Lycopodiella,inundata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77913,Lycopodiella inundata,,accepted
3580,Lycopodium clavatum,L.,stag's-horn clubmoss,Plantae,Tracheophyta,NA,NA,Lycopodiopsida,NA,NA,Lycopodiales,NA,NA,Lycopodiaceae,Lycopodioideae,native,S5 (2015),confirmed,documented,27187,Charles E. Beil,UBC,UBC: V176176,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-06-17,judithofsquamish,https://www.inaturalist.org/observations/6161007,https://static.inaturalist.org/photos/7725107/medium.jpeg?1494432885,LGL codfip Lycopodium clavatum codfipmed as,77914,plantae_and_chromista,NA,AHSBR,NA,,,,,Lycopodioideae,,Lycopodium,clavatum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77914,Lycopodium clavatum,,accepted
3581,Lycopus uniflorus,Michx.,northern bugleweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,Lamiaceae,Nepetoideae,native,S5 (2015),confirmed,documented,2015-08-00,Fred Perry,UBC,UBC: V49211,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-09-23,benkeen,https://www.inaturalist.org/observations/16857648,https://static.inaturalist.org/photos/25458063/medium.jpg?1537754287,LGL coefip Lycopus uniflorus coefipmed as,77915,plantae_and_chromista,NA,AHSBR,NA,,,,,Nepetoideae,Mentheae,Lycopus,uniflorus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77915,Lycopus uniflorus,,accepted
3582,Lysimachia borealis,Rafinesque) U. Manns & Anderberg,starflower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,native,S4S5 (2015),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,LGL record Trientalis borealis subsp. latifolia entered as Canadensys &iNaturalist taxonomy. ITIS:  T. borealis (no subsp),204174,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,borealis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204174,Lysimachia borealis,,accepted
3583,Lysimachia europaea arctica,(L.) U. Manns & Anderb. (for sp. level),arctic starflower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,native,S4S5,confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-07-22,citizen1,https://www.inaturalist.org/observations/15597947,https://static.inaturalist.org/photos/23319627/medium.jpg?1534553412,LGL record Trientalis europaea subsp.arctica entered as iNatualist taxonomy,716948,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,europaea,NA,Lysimachia europaea arctica,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716948,Lysimachia europaea arctica,,accepted
3584,Lysimachia latifolia,(Hook.) Cholewa,western star flower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,native,S4S5 (2015),confirmed,documented,27212,Charles E. Beil ,UBC,UBC: V176158,"LGL Limited, Environmental Research Associates, Sidney, BC",2015-05-09,judithofsquamish,http://www.inaturalist.org/observations/4509281,https://static.inaturalist.org/photos/5455184/medium.jpeg?1478478467,LGL record Trientalis latifolia entered as iNaturalist taxonomy ,496537,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,latifolia,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496537,Lysimachia latifolia,,accepted
3585,Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",sea milkwort,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,native,S5 (2001),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4394931,https://static.inaturalist.org/photos/5275234/medium.jpeg?1476912656,LGL nea 2m Lysimachia maritima nea 2m16 as,204175,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,maritima,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204175,Lysimachia maritima,,accepted
3586,Lysimachia punctata,L.,dotted loosestrife,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,exotic,SNA (2019),new 2019,documented,NA,NA,NA,NA,NA,2019-06-06,jloh,https://www.inaturalist.org/observations/26526433,https://static.inaturalist.org/photos/41197473/medium.jpg?1559869104,NA,51808,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,punctata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51808,Lysimachia punctata,,accepted
3587,Lysimachia thyrsiflora,L.,tufted loosestrife,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Ericales,NA,NA,Primulaceae,Myrsinoideae,native,S4S5 (2015),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2015-05-31,judithofsquamish,http://www.inaturalist.org/observations/4395046,https://static.inaturalist.org/photos/5275311/medium.jpeg?1476913038,LGL nea 2m Lysimachia thyrsiflora nea 2m15 as,77917,plantae_and_chromista,NA,AHSBR,NA,,,,,Myrsinoideae,,Lysimachia,thyrsiflora,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77917,Lysimachia thyrsiflora,,accepted
3588,Lythrum salicaria,L.,purple loosestrife,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Myrtales,NA,NA,Lythraceae,NA,exotic,SNA (2001),new 2018,documented,NA,NA,NA,NA,NA,2018-07-23,judithofsquamish,https://www.inaturalist.org/observations/14699261,https://static.inaturalist.org/photos/21917207/medium.jpeg?1532468465,NA,61321,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Lythrum,salicaria,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61321,Lythrum salicaria,,accepted
3589,Madia gracilis,(Sm.) D.D. Keck,grassy tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,Asteraceae,Asteroideae,native,S5 (2019),new 2015,documented,NA,NA,NA,NA,NA,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764476,https://static.inaturalist.org/photos/107703005/medium.jpeg?1608353658,NA,53135,plantae_and_chromista,NA,AHSBR,NA,,,,,Asteroideae,Madieae,Madia,gracilis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53135,Madia gracilis,,accepted
3590,Madia glomerata,Hook.,clustered tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,Asteraceae,Asteroideae,native,S5 (2019),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,LGL recora Madia glomerata recoraed as,77923,plantae_and_chromista,NA,AHSBR,NA,,,,,Asteroideae,Madieae,Madia,glomerata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77923,Madia glomerata,,accepted
3591,Madia sativa,Molina,coast tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,Asteraceae,Asteroideae,exotic,SNA (2019),new 2020,documented,NA,NA,NA,NA,NA,2020-12-22,benkeen,https://www.inaturalist.org/observations/66935852,https://static.inaturalist.org/photos/108022571/medium.jpeg?1608674083,NA,53143,plantae_and_chromista,NA,AHSBR,NA,,,,,Asteroideae,Madieae,Madia,sativa,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53143,Madia sativa,,accepted
3592,Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,western lily of the valley,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Asparagales,NA,NA,Asparagaceae,Nolinoideae,native,S5 (2000) ,confirmed,documented,35568,Gerald B. Straley,UBC,UBC: V226289,"LGL Limited, Environmental Research Associates, Sidney, BC",2017-04-16,sea2skynaturebc,http://inaturalist.ca/observations/5762841,https://static.inaturalist.org/photos/7153543/medium.jpg?1492369872,LGL cogfin Maianthemum dilatatum cogfinmed as,63939,plantae_and_chromista,NA,AHSBR,NA,,,,,Nolinoideae,Polygonateae,Maianthemum,dilatatum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63939,Maianthemum dilatatum,,accepted
3593,Maianthemum racemosum,(L.) Link,false solomon's-seal,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Asparagales,NA,NA,Asparagaceae,Nolinoideae,native,S5 (2015),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,LGL regorn Maianthemum racemosum regorned as,51062,plantae_and_chromista,NA,AHSBR,NA,,,,,Nolinoideae,Polygonateae,Maianthemum,racemosum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51062,Maianthemum racemosum,,accepted
3594,Maianthemum racemosum amplexicaule,(L.) Link (Nutt.) LaFrankie,solomon's plume,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Asparagales,NA,NA,Asparagaceae,Nolinoideae,native,S5 (2015),confirmed,documented,22426,F. Vrugtman ,UBC,UBC: V101047,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-06-21,judithofsquamish,https://www.inaturalist.org/observations/8894052,https://static.inaturalist.org/photos/11966538/medium.jpeg?1511330388,LGL cogfin Maianthemum racemosum amplexicaule cogfinmed as,53012,plantae_and_chromista,NA,AHSBR,NA,,,,,Nolinoideae,Polygonateae,Maianthemum,racemosum,NA,Maianthemum racemosum amplexicaule,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53012,Maianthemum racemosum amplexicaule,,accepted
3595,Maianthemum stellatum,(L.) Link. ,starry false solomon's-seal,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Asparagales,NA,NA,Asparagaceae,Nolinoideae,native,S5 (2015),confirmed,documented,22076,L. Orloci,UBC,UBC: V90716,"LGL Limited, Environmental Research Associates, Sidney, BC",2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270508,https://static.inaturalist.org/photos/9398207/medium.jpeg?1501378113,LGL cogfin Maianthemum stellatum cogfinmed as,53268,plantae_and_chromista,NA,AHSBR,NA,,,,,Nolinoideae,Polygonateae,Maianthemum,stellatum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53268,Maianthemum stellatum,,accepted
3596,Malus fusca,(Raf.) C.K. Schneid.,pacific crab apple,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Rosales,NA,NA,Rosaceae,Amygdaloideae,native,S5 (2000),confirmed,documented,35568,Gerald B. Straley ,UBC,UBC: V226207,"LGL Limited, Environmental Research Associates, Sidney, BC",2015-04-29,judithofsquamish,http://www.inaturalist.org/observations/4395315,https://static.inaturalist.org/photos/5276032/medium.jpeg?1476916750,LGL coafis Malus fusca coafismed as,77948,plantae_and_chromista,NA,AHSBR,NA,,,,,Amygdaloideae,Maleae,Malus,fusca,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77948,Malus fusca,,accepted
3597,Malva moschata,L.,musk mallow,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Malvales,NA,NA,Malvaceae,Malvoideae,exotic,SNA (2019),new 2020,documented,NA,NA,NA,NA,NA,2020-10-03,benkeen,https://www.inaturalist.org/observations/61634515,https://static.inaturalist.org/photos/98646007/medium.jpeg?1601777173,NA,55977,plantae_and_chromista,NA,AHSBR,NA,,,,,Malvoideae,Malveae,Malva,moschata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55977,Malva moschata,,accepted
3598,Matricaria discoidea,DC.,pineapple-weed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,Asteraceae,Asteroideae,native,S5 (2015) ,confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469550,https://static.inaturalist.org/photos/21536833/medium.jpeg?1531886942,LGL nec 2i Matricaria discoidea nec 2i18 as,52992,plantae_and_chromista,NA,AHSBR,NA,,,,,Asteroideae,Anthemideae,Matricaria,discoidea,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52992,Matricaria discoidea,,accepted
3599,Medicago lupulina,L.,black medick,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,Fabaceae,Faboideae,exotic,SNA (2001) ,new 2016,documented,NA,NA,NA,NA,NA,2016-05-21,judithofsquamish,https://www.inaturalist.org/observations/5460652,https://static.inaturalist.org/photos/6722677/medium.jpeg?1490492915,NA,57056,plantae_and_chromista,NA,AHSBR,NA,,,,,Faboideae,Trifolieae,Medicago,lupulina,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57056,Medicago lupulina,,accepted
3600,Medicago polymorpha,L.,bur clover,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,Fabaceae,Faboideae,exotic,SNA (2019),new 2020,documented,NA,NA,NA,NA,NA,2020-05-11,benkeen,https://www.inaturalist.org/observations/45648046,https://static.inaturalist.org/photos/72391507/medium.jpeg?1589248443,NA,53151,plantae_and_chromista,NA,AHSBR,NA,,,,,Faboideae,Trifolieae,Medicago,polymorpha,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53151,Medicago polymorpha,,accepted
3601,Melampyrum lineare var. lineare ,Desr. ,american cow-wheat,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,Orobanchaceae,NA,native,S5 (2015),reported,undocumented,15571,John W. Eastham,UBC,UBC: V29830,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,Herbarium record:  Garibaldi Alpine Lodge,241667,plantae_and_chromista,NA,AHSBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,unknown
3602,Melica subulata ,(Griseb.) Scribn.,alaska oniongrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,NA,NA,Poales,NA,NA,Poaceae,NA,native,S5 (2000),reported,undocumented,27218,Charles E. Biel ,UBC,UBC: V176149,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,Herbarium record:  Bowen Island,77986,plantae_and_chromista,NA,AHSBR,NA,,,,,Pooideae,Meliceae,Melica,subulata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77986,Melica subulata,,accepted
3603,Melilotus albus,Medik.,white sweet-clover,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Fabales,NA,NA,Fabaceae,Faboideae,native,SNA (2001),new 2015,documented,NA,NA,NA,NA,NA,2015-06-07,judithofsquamish,https://www.inaturalist.org/observations/9974458,https://static.inaturalist.org/photos/13704677/medium.jpeg?1519446104,NA,58907,plantae_and_chromista,NA,AHSBR,NA,,,,,Faboideae,Trifolieae,Melilotus,albus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58907,Melilotus albus,,accepted
3604,Melissa officinalis,L.,lemon balm,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,Lamiaceae,Nepetoideae,exotic,SNA (2019),new 2019,documented,NA,NA,NA,NA,NA,2019-07-18,benkeen,https://www.inaturalist.org/observations/29096537,https://static.inaturalist.org/photos/45395925/medium.jpeg?1563518752,NA,59901,plantae_and_chromista,NA,AHSBR,NA,,,,,Nepetoideae,Mentheae,Melissa,officinalis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59901,Melissa officinalis,,accepted
3605,Mentha arvensis,L.,corn mint,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,Lamiaceae,Nepetoideae,native,S5 (2015) ,confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398923,https://static.inaturalist.org/photos/21415045/medium.jpeg?1531698132,LGL nee 2h Mentha arvensis nee 2h18 as,58188,plantae_and_chromista,NA,AHSBR,NA,,,,,Nepetoideae,Mentheae,Mentha,arvensis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58188,Mentha arvensis,,accepted
3606,Mentha canadensis,L.,american cornmint,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Lamiales,NA,NA,Lamiaceae,Nepetoideae,native,S5,new 2020,documented,NA,NA,NA,NA,NA,2020-07-14,benkeen,https://www.inaturalist.org/observations/53116685,https://static.inaturalist.org/photos/84467000/medium.jpeg?1594779161,NA,77991,plantae_and_chromista,NA,AHSBR,NA,,,,,Nepetoideae,Mentheae,Mentha,canadensis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77991,Mentha canadensis,,accepted
3607,Menyanthes trifoliata,L.,bogbean,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Asterales,NA,NA,Menyanthaceae,NA,native,S5 (2000),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2015-05-24,judithofsquamish,https://www.inaturalist.org/observations/6017963,https://static.inaturalist.org/photos/7530257/medium.jpeg?1493520638,LGL net 2a Menyanthes trifoliata net 2a15 as,78016,plantae_and_chromista,NA,AHSBR,NA,,,,,,,Menyanthes,trifoliata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78016,Menyanthes trifoliata,,accepted
3608,Micranthes ferruginea,(Graham) Brouillet & Gornall,russethair saxifrage,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,Saxifragaceae,NA,native,S5 (2015),confirmed,documented,32775,T. C. Wells ,WTU,WTU: 371325,"LGL Limited, Environmental Research Associates, Sidney, BC",2017-09-02,judithofsquamish,https://www.inaturalist.org/observations/7762103,https://static.inaturalist.org/photos/10194885/medium.jpeg?1504449663,LGL coafia Micranthes ferruginea coafiamed as,78024,plantae_and_chromista,NA,AHSBR,NA,,,,,,Micrantheae,Micranthes,ferruginea,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78024,Micranthes ferruginea,,accepted
3609,Micranthes integrifolia,(Hooker) Small ,wholeleaf saxifrage,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,Saxifragaceae,NA,native,S4 (2001),confirmed,documented,27164,J. Hett ,UBC,UBC: V157758,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-04-13,benkeen,https://www.inaturalist.org/observations/22436300,https://static.inaturalist.org/photos/34750961/medium.jpg?1555194948,LGL coafia Micranthes integrifolia coafiamed as,78027,plantae_and_chromista,NA,AHSBR,NA,,,,,,Micrantheae,Micranthes,integrifolia,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78027,Micranthes integrifolia,,accepted
3610,Micranthes lyallii,(Engl.) Small,redstem saxifrage,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,NA,NA,Saxifragales,NA,NA,Saxifragaceae,NA,native,S5 (2012),reported,undocumented,18849,W. Cottle,UBC,UBC: V27374,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,Herbarium record:  Garibaldi PP Black Tusk Meadows,357929,plantae_and_chromista,NA,AHSBR,NA,,,,,,Micrantheae,Micranthes,lyallii,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357929,Micranthes lyallii,,accepted
