"class","order","family","taxonName","linkName","n_total","has_voucher","introduction_status","occurrence_status","last_record_date","last_record_year","first_record_date","first_record_year","first_record_observer","first_record_source","first_record_ID","first_record_location","commonName","is_graminoid","taxonRank","is_infra_taxon","direct_solow_pp"
"Magnoliopsida","Lamiales","Lamiaceae","Mentha pulegium","Mentha pulegium",31,"no","exotic","new","2024-10-12","2024","2017-10-09","2017","I. Cruickshank","iNaturalist","40641862","Colwood","Pennyroyal","no","species","no",0.875
NA,NA,"Lamiaceae","Mentha rotundifolia","Mentha × rotundifolia",1,"yes","exotic","unconfirmed","1993-09-24","1993","1993-09-24","1993","T.C. Brayshaw","RBCM","V162525","Victoria; James Bay: 100 m E of S end of Douglas St. & S of Dallas Rd.",NA,"no","species","no",0.76978417266187
"Magnoliopsida","Lamiales","Lamiaceae","Mentha spicata","Mentha spicata",46,"yes","exotic","confirmed","2024-08-27","2024","1989-07-29","1989","A.&O. Ceska","RBCM","V169659","Sidney Spit Marine Park","Spearmint","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Mentha suaveolens","Mentha suaveolens",4,"yes","exotic","new","2015-10-10","2015","2015-10-13","2015","Frank Lomer","BBM","75AC0C9A-CDAD-B94D-94B6-2FE03C75C6B5","Vancouver Island, Victoria, seashore cliff base below Dallas Road, ca. 80 m east of staircase at foot of Douglas Road","Apple Mint","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Nepeta cataria","Nepeta cataria",9,"no","exotic","new","2023-11-17","2023","1919-07-29","1919","J. Davidson","UBC","V23014","Victoria","Catnip","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Origanum vulgare","Origanum vulgare",36,"yes","exotic","new","2025-04-25","2025","2007-07-29","2007","K. Marr","RBCM","V201505","Saanich: SE corner of Wilkinson and W Saanich Roads","Oregano","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Prunella vulgaris","Prunella vulgaris",612,"yes","native","confirmed","2025-04-27","2025","1914","1914","A. Middleton","UBC","V23062","Victoria","Common Selfheal","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Prunella vulgaris var. lanceolata","Prunella vulgaris lanceolata",19,"no","native","new","2024-09-16","2024","2009-06-13","2009","James Miskelly","iNaturalist","https://www.inaturalist.org/observations/42399003","48.519974, -123.387282","Lance Selfheal","no","species","yes",0.9375
"Magnoliopsida","Lamiales","Lamiaceae","Prunella vulgaris var. vulgaris","Prunella vulgaris vulgaris",6,"yes","exotic","new","2022-10-28","2022","2007-06-13","2007","Kendrick Marr","RBCM","RBCM:Botany:V197297","Victoria: Hartland Landfill","Eurasian Self-Heal","no","species","yes",0.833333333333333
"Magnoliopsida","Lamiales","Lamiaceae","Scutellaria galericulata","Scutellaria galericulata",3,"yes","native","confirmed","1899-08-07","1899","1899-08-13","1899","C. Bertrand","UBC","V242513","Saanich District","Marsh Skullcap","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Stachys arvensis","Stachys arvensis",7,"yes","exotic","new","2025-01-25","2025","1962-12-20","1962","M.C. Melburn","RBCM","V081527","Victoria","Field Woundwort","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Stachys byzantina","Stachys byzantina",20,"no","exotic","new","2023-07-28","2023","2018-07-13","2018","Thomas Barbin","iNaturalist","https://www.inaturalist.org/observations/13972390","48.524375, -123.508842","Woolly Hedgenettle","no","species","no",0.857142857142857
"Magnoliopsida","Lamiales","Lamiaceae","Stachys cooleyae","Stachys chamissonis cooleyae; Stachys chamissonis",437,"yes","native","confirmed","2025-04-25","2025","1966-07-08","1966","A.S. Harrison","UMO","1640881","Dallas Rd, near foot of Douglas St, Victoria","Cooley's Hedge-Nettle; Coastal Hedge-Nettle","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Stachys mexicana","Stachys mexicana",6,"yes","native","confirmed","1883-07","1883","1883-07-01","1883","T. Meehan","CM","CM474131","Victoria","Mexican Hedgenettle","no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Teucrium hircanicum","Teucrium hircanicum",10,"no","exotic","new","2022-10-30","2022","2018-07-04","2018","B. Starzomski","iNaturalist","14056913","University of Victoria",NA,"no","species","no",1
"Magnoliopsida","Lamiales","Lamiaceae","Thymus pulegioides","Thymus pulegioides",3,"no","exotic","new","2023-07-11","2023","2023-07-11","2023","jaquelinsadler","iNaturalist","172950003","Reynolds Secondary School, Saanich","Large Thyme","no","species","no",0.666666666666667
"Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia gibba","Utricularia gibba",17,"yes","native","confirmed","1990-09-18","1990","1969-09-10","1969","T. Todd","RBCM","V100373","Pike Lake: Highlands","Humped Bladderwort","no","species","no",0.981818181818182
NA,NA,"Lentibulariaceae","Utricularia minor","Utricularia minor",1,"no","native","unconfirmed","1947","1947","1947","1947","J.W. Eastham","SFSBC","p. 101","Beaver Lake",NA,"no","species","no",0.438848920863309
"Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia vulgaris ssp. macrorhiza","Utricularia macrorhiza",26,"yes","native","confirmed","2024-08-31","2024","1970-08-03","1970","A. Ceska","RBCM","V195770","Butchart Lake: Goldstream River Watershed; Niagara Road, N of Lake.","Common Bladderwort","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Erythronium oregonum ssp. oregonum","Erythronium oregonum",4096,"yes","native","confirmed","2025-04-30","2025","1913-06-12","1913","F. Perry","UBC","V25055","Victoria","Giant White Fawn Lily","no","species","no",NA
"Liliopsida","Liliales","Liliaceae","Erythronium revolutum","Erythronium revolutum",58,"no","native","new","2025-04-26","2025","1955","1955","M.C. Melburn","FSP","p. 41","Cadboro Bay","Coast Fawn Lily","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Fritillaria affinis","Fritillaria affinis",1023,"yes","native","confirmed","2025-05-03","2025","1912-04-10","1912","F. James","UBC","V51387","Victoria","Checker Lily","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Fritillaria camschatcensis","Fritillaria camschatcensis",1,"no","native","new","No known research grade record","No k","2018-06-13","2018","MadMagpie","iNaturalist","https://www.inaturalist.org/observations/244872408","48.563629, -123.470646","Rice Root","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Lilium columbianum","Lilium columbianum",296,"yes","native","confirmed","2025-04-30","2025","1920-07-04","1920","G.V. Copley","UBC","V46690","Victoria, Beacon Hill","Columbia Lily","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Prosartes hookeri","Prosartes hookeri",109,"yes","native","confirmed","2025-04-28","2025","1950-05-16","1950","V.J. Krajina","UBC","V46816","Near Victoria, Mount Douglas Park","Hooker's Fairybells","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Prosartes smithii","Prosartes smithii",3,"no","native","new","2021-05-05","2021","2021-05-13","2021","Unknown","Pl@ntNet","q-10343611762","48.500794, -123.414394","Largeflower Fairybells","no","species","no",1
"Liliopsida","Liliales","Liliaceae","Streptopus amplexifolius","Streptopus amplexifolius",12,"yes","native","confirmed","2023-07-28","2023","1917-06-02","1917","J.R. Anderson","UBC","V214492","Goldstream","White Twisted-Stalk","no","species","no",1
"Magnoliopsida","Brassicales","Limnanthaceae","Limnanthes macounii","Limnanthes macounii",753,"yes","native","confirmed","2025-04-26","2025","1890-05-01","1890","C.F. Newcombe","RBCM","V042223","Victoria: Gonzales District","Macoun's Meadowfoam","no","species","no",1
NA,NA,"Linaceae","Linum lewisii","Linum lewisii",1,"yes","native","new","2006-05-17","2006","2006-05-17","2006","K. Marr","RBCM","V198254","View Royal: NW corner of Burnside Road and Watkiss Way intersection.",NA,"no","species","no",0.863309352517986
"Magnoliopsida","Malpighiales","Linaceae","Linum narbonense","Linum narbonense",2,"yes","exotic","new","2007-07-29","2007","2007-07-29","2007","K. Marr","RBCM","V201494","Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain)",NA,"no","species","no",0.870503597122302
"Magnoliopsida","Malpighiales","Linaceae","Linum usitatissimum","Linum usitatissimum",4,"yes","exotic","confirmed","1992-04-28","1992","1992-04-28","1992","R.T. Ogilvie","RBCM","V158691","Victoria: at edge of parking barrier.","Common Flax","no","species","no",0.93939393939394
NA,NA,"Lycopodiaceae","Lycopodium clavatum var. integerrimum","Lycopodium clavatum",1,"yes","native","unconfirmed","1905-08-03","1905","1905-08-03","1905","C.H. Shaw","MIN","86862","Selkirk, near Goldstream",NA,"no","variety","no",0.136690647482014
NA,NA,"Lycopodiaceae","Spinulum annotinum","Spinulum annotinum",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","species","no",NA
"Magnoliopsida","Myrtales","Lythraceae","Lythrum salicaria","Lythrum salicaria",41,"yes","exotic","confirmed","2024-08-12","2024","1980-08-13","1980","S. Charleson","RBCM","V145263","Saanich: Cedar Hill Golf Course at end of Ascot Drive","Purple Loosestrife","no","species","no",1
"Magnoliopsida","Malvales","Malvaceae","Abutilon theophrasti","Abutilon theophrasti",2,"no","exotic","new","2023-09-17","2023","2023-09-13","2023","Shawn Brescia","iNaturalist","https://www.inaturalist.org/observations/183768864","48.429191, -123.45894","Velvetleaf","no","species","no",0.985611510791367
"Magnoliopsida","Malvales","Malvaceae","Malva moschata","Malva moschata",31,"yes","exotic","new","2024-08-09","2024","1912-09-15","1912","W.M. Taylor","UBC","V45428","Victoria","Musk Mallow","no","species","no",1
"Magnoliopsida","Malvales","Malvaceae","Malva neglecta","Malva neglecta",157,"yes","exotic","confirmed","2025-03-14","2025","1912-09-15","1912","W.M. Taylor","UBC","V63333","Victoria","Dwarf Mallow","no","species","no",1
"Magnoliopsida","Malvales","Malvaceae","Malva parviflora","Malva parviflora",1,"no","exotic","new","No known research grade record","No k","1940-04-27","1940","J.W. Eastham","UBC","V25747","Victoria","Cheeseweed Mallow","no","species","no",0.992805755395683
"Magnoliopsida","Malvales","Malvaceae","Malva sylvestris","Malva sylvestris",207,"yes","exotic","new","2024-07-21","2024","2007-05-20","2007","K. Marr","RBCM","V197349","Victoria: S side Trans Canada Highway","Common Mallow","no","species","no",1
"Magnoliopsida","Malvales","Malvaceae","Sidalcea hendersonii","Sidalcea hendersonii",50,"yes","native","confirmed","2024-10-15","2024","1964-07-23","1964","J. Hett","UBC","V229758","Trial Island","Henderson's Checker-Mallow","no","species","no",1
"Liliopsida","Liliales","Melanthiaceae","Toxicoscordion venenosum var. venenosum","Toxicoscordion venenosum; Toxicoscordion venenosum venenosum",794,"yes","native","confirmed","2025-05-01","2025","1939-06-11","1939","J.W. Eastham","UBC","V25567","Victoria, Mount Tolmie","Meadow Deathcamas","no","species","no",1
"Liliopsida","Liliales","Melanthiaceae","Trillium ovatum var. ovatum","Trillium ovatum; Trillium ovatum ovatum",1493,"yes","native","confirmed","2025-04-29","2025","1900-04-12","1900","J.R. Anderson","UBC","V214530","Saanich Arm","Pacific Trillium; Western Trillium","no","species","no",1
"Liliopsida","Liliales","Melanthiaceae","Veratrum viride var. eschscholzianum","Veratrum viride",2,"yes","native","unconfirmed","1941-08-27","1941","1941-08-27","1941","T.M.C. Taylor","UBC","V81598","Goldstream",NA,"no","species","no",0.39568345323741
"Magnoliopsida","Asterales","Menyanthaceae","Menyanthes trifoliata","Menyanthes trifoliata",5,"no","native","new","2024-09-18","2024","1970-05-03","1970","J. Kuijt","LEA","not on label","Teanook Lake","Bogbean","no","species","no",0.8
"Magnoliopsida","Caryophyllales","Montiaceae","Calandrinia ciliata","Calandrinia ciliata; Calandrinia menziesii",557,"yes","native","confirmed","2025-04-26","2025","1913-04-11","1913","W. Taylor","UBC","V34780","Victoria, Cadboro Bay","Redmaids","no","species","no",NA
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia exigua","Claytonia exigua",264,"yes","native","confirmed","2025-04-25","2025","1975-04-13","1975","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V158209","Partridge Hills: N of Victoria","Pale Springbeauty","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia exigua ssp. exigua","Claytonia exigua exigua",11,"yes","native","confirmed","2024-04-02","2024","1912-04-06","1912","J.K. Henry","UBC","V42747","Victoria",NA,"no","species","yes",0.981481481481482
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia exigua ssp. glauca","Claytonia exigua glauca",37,"yes","native","confirmed","2024-05-05","2024","1973-04-13","1973","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V157612","48.433333, -123.366667","Glaucous Springbeauty","no","species","yes",NA
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia parviflora ssp. parviflora","Claytonia parviflora",100,"yes","native","confirmed","2025-04-25","2025","1912-06-06","1912","J.K. Henry","UBC","V42746","Victoria","Streambank Springbeauty","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia perfoliata ssp. perfoliata","Claytonia perfoliata; Claytonia perfoliata perfoliata",2288,"yes","native","confirmed","2025-04-30","2025","1912-05-01","1912","J. Davidson","UBC","V42730","Victoria at Beacon Hill Park","Miner's Lettuce","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia rubra","Claytonia rubra depressa; Claytonia rubra",217,"yes","native","confirmed","2025-04-25","2025","1938-04-09","1938","J.W. Eastham","UBC","V34952","Victoria","Rosetted Springbeauty; Redstem Springbeauty","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia sibirica","Claytonia sibirica",1051,"yes","native","confirmed","2025-05-02","2025","1907-06-01","1907","C.F. Newcombe","MACF","MACF031926","Victoria","Candy Flower","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Claytonia washingtoniana","Claytonia washingtoniana",5,"no","native","new","2020-04-06","2020","2020-03-13","2020","liam_smithson","iNaturalist","https://www.inaturalist.org/observations/41181040","48.529976, -123.343864","Washington Springbeauty","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Montia dichotoma","Montia dichotoma",40,"yes","native","confirmed","2024-03-01","2024","1974-04-14","1974","J. Pinder-Moss","UBC","V157754","summit of Mount Finlayson","Dwarf Montia","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Montia fontana","Montia fontana",296,"yes","native","confirmed","2025-04-21","2025","1912-05-02","1912","J. Davidson","UBC","V42727","Victoria","Blinks","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Montia howellii","Montia howellii",91,"yes","native","confirmed","2025-04-21","2025","1939-04-24","1939","J.W. Eastham","UBC","V34807","Victoria, Ten Mile Point","Howell's Montia","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Montia linearis","Montia linearis",122,"yes","native","confirmed","2025-03-31","2025","1961-05-13","1961","J.K. Henry","UBC","V34845","Victoria","Narrow-Leaved Montia","no","species","no",1
"Magnoliopsida","Caryophyllales","Montiaceae","Montia parvifolia var. flagellaris","Montia parvifolia",560,"yes","native","confirmed","2025-04-27","2025","1992-05-01","1992","G.W. Douglas","RBCM","V159715","Saanich Peninsula; Mount Work","Small-Leaved Blinks","no","species","no",1
"Magnoliopsida","Fagales","Myricaceae","Myrica gale","Myrica gale",7,"no","native","new","2025-04-06","2025","1956-05-15","1956","J.A. Calder","WTU","173101","Durrance Lake about 4 miles SW of Saanichton","Bog Myrtle","no","species","no",1
"Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia latifolia","Abronia latifolia",618,"yes","native","confirmed","2025-04-27","2025","1980-06-26","1980","R.T. Ogilvie","RBCM","V164117","Metchosin; Witty's Lagoon","Yellow Sand Verbena","no","species","no",1
"Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar polysepala","Nuphar polysepala",282,"yes","native","confirmed","2024-11-05","2024","1897-07-15","1897","J.R. Anderson","RBCM","V001835","Beaver Lake","Western Yellow Pond-Lily","no","species","no",1
"Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea alba","Nymphaea alba",8,"no","exotic","new","2021-08-02","2021","2018-06-13","2018","Dexter Chiclo","iNaturalist","https://www.inaturalist.org/observations/208835509","48.413339, -123.36223","European White Waterlily","no","species","no",0.857142857142857
"Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea odorata ssp. odorata","Nymphaea odorata",90,"yes","exotic","confirmed","2024-09-04","2024","1989-09-03","1989","T.C. Brayshaw","RBCM","V151695","
                        
                            

                                
                                    
    
Victoria; Glen Lake: east end of lake","American White Waterlily","no","species","no",0.972222222222222
"Magnoliopsida","Lamiales","Oleaceae","Fraxinus excelsior","Fraxinus excelsior",40,"yes","exotic","confirmed","2024-10-11","2024","1989-10-13","1989","Robert Ogilvie","RBCM","RBCM:Botany:V161348","Victoria: Southeastern woods at corner of Cook St. and Dallas Road","European Ash","no","species","no",1
"Magnoliopsida","Lamiales","Oleaceae","Fraxinus latifolia","Fraxinus latifolia",59,"yes","exotic","confirmed","2024-09-24","2024","1935-08-24","1935","I. McTaggart-Cowan","RBCM","V009615","Victoria","Oregon Ash","no","species","no",1
"Magnoliopsida","Lamiales","Oleaceae","Fraxinus ornus","Fraxinus ornus",10,"yes","exotic","new","2022-05-14","2022","2019-05-13","2019","Tom Okey","iNaturalist","https://www.inaturalist.org/observations/24864249","48.44558, -123.354589","Manna Ash","no","species","no",1
"Magnoliopsida","Lamiales","Oleaceae","Fraxinus pennsylvanica","Fraxinus pennsylvanica",5,"yes","exotic","new","2017-05-15","2017","2017-05-13","2017","Frank Lomer","BBM","DEE4B1DD-7A78-2045-841D-99C434CD3338","Vancouver Island, Greater Victoria, District of Central Saanich, Farmington Road, Tod Creek, 140 m west of Wallace Drive","Green Ash","no","species","no",0.875
"Magnoliopsida","Lamiales","Oleaceae","Jasminum nudiflorum","Jasminum nudiflorum",74,"no","exotic","new","2025-03-12","2025","2018-03-13","2018","travmuir","iNaturalist","https://www.inaturalist.org/observations/10226704","48.422934, -123.326349","Winter Jasmine","no","species","no",1
"Magnoliopsida","Lamiales","Oleaceae","Ligustrum vulgare","Ligustrum vulgare",462,"yes","exotic","confirmed","2025-04-09","2025","1930-07-04","1930","V. Goddard","RBCM","V023437","Royal Oak: Haliburton Road","Common Privet","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Camissonia contorta","Camissonia contorta",87,"yes","native","confirmed","2025-02-27","2025","1941-05-29","1941","J.W. Eastman","UBC","V26476","Saanich Spit","Plains Evening Primrose","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Chamaenerion angustifolium","Chamaenerion angustifolium",262,"yes","native","confirmed","2025-04-28","2025","1978-10-08","1978","R. Clark","UBC","V165161","Spectacle Lake","Fireweed","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Circaea alpina ssp. pacifica","Circaea alpina pacifica; Circaea alpina",88,"yes","native","confirmed","2025-04-20","2025","1981-06-07","1981","A.&O. Ceska","RBCM","V162850","?","Alpine Enchanter's-Nightshade","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Clarkia amoena","Clarkia amoena",164,"yes","native","confirmed","2025-04-25","2025","1976-05-30","1976","A.&O. Ceska","RBCM","V183340","Skirt Mountain","Farewell-To-Spring","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Clarkia amoena ssp. caurina","Clarkia amoena caurina",2,"no","native","new","2021-06-01","2021","2021-05-13","2021","evagribbon","iNaturalist","https://www.inaturalist.org/observations/80835481","48.465358, -123.543053","Northwestern Farewell-To-Spring","no","species","yes",0.971223021582734
"Magnoliopsida","Myrtales","Onagraceae","Clarkia amoena ssp. lindleyi","Clarkia amoena lindleyi",6,"no","native","new","2021-06-01","2021","2020-05-13","2020","Gabe","iNaturalist","https://www.inaturalist.org/observations/47480824","48.492478, -123.347678","Lindley's Clarkia","no","species","yes",0.8
"Magnoliopsida","Myrtales","Onagraceae","Clarkia quadrivulnera","Clarkia purpurea quadrivulnera; Clarkia purpurea",12,"yes","native","new","2024-07-06","2024","2003-06-08","2003","H.L. Roemer","RBCM","V192687","Mill Hill","Four-Spot; Winecup Clarkia","no","species","no",0.954545454545454
"Magnoliopsida","Myrtales","Onagraceae","Epilobium brachycarpum","Epilobium brachycarpum",10,"yes","native","confirmed","2024-08-20","2024","1908-07-21","1908","J.M. Macoun","F","V02870F","Colquitz River, near Victoria","Panicled Willowherb","no","species","no",0.991452991452991
"Magnoliopsida","Myrtales","Onagraceae","Epilobium ciliatum","Epilobium ciliatum",403,"no","native","new","2025-04-25","2025","1908-06-05","1908","J.M. Macoun","F","V0287266F","Oak Bay","Fringed Willowherb","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Epilobium ciliatum ssp. ciliatum","Epilobium ciliatum ciliatum",4,"yes","native","confirmed","25-Jun","25-J","1908-06-13","1908","J. Macoun","F","a7dd9638-a2d9-406a-bca1-d9a0db5de809","Oak Bay",NA,"no","species","yes",-16.0940170940171
"Magnoliopsida","Myrtales","Onagraceae","Epilobium densiflorum","Epilobium densiflorum",48,"yes","native","confirmed","2024-07-22","2024","1919-07-14","1919","J. Davidson","UBC","V26117","Victoria, between Uplands and Mount Tolmie","Denseflower Willowherb","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Epilobium hallianum","Epilobium hallianum",14,"yes","native","confirmed","2024-06-11","2024","1994-05-19","1994","A.&O. Ceska","RBCM","V165379","Beaver Lake","Hall's Willowherb","no","species","no",0.967741935483871
"Magnoliopsida","Myrtales","Onagraceae","Epilobium hirsutum","Epilobium hirsutum",12,"yes","exotic","confirmed","2023-09-03","2023","1992-06-21","1992","A.&O. Ceska","RBCM","V176409","Victoria: Wilkinson Road and West Burnside","Great Willowherb","no","species","no",0.96969696969697
NA,NA,"Onagraceae","Epilobium hornemannii ssp. hornemannii","Epilobium hornemannii hornemannii",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","subspecies","no",NA
"Magnoliopsida","Myrtales","Onagraceae","Epilobium minutum","Epilobium minutum; Epilobium ravenii",26,"yes","native","confirmed","2025-04-25","2025","1977-04-13","1977","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V183075","48.35, -123.566667","Little Willowherb; California Willowherb","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Epilobium obscurum","Epilobium obscurum",4,"yes","exotic","new","2009-06-11","2009","2008-07-16","2008","F. Lomer","UBC","V227510","View Royal",NA,"no","species","no",0.0588235294117647
"Magnoliopsida","Myrtales","Onagraceae","Epilobium tetragonum ssp. tetragonum","Epilobium tetragonum",5,"yes","exotic","new","2009-06-12","2009","2005-07-17","2005","F. Lomer","UBC","V233312","Oak Bay Marina, 1327 Beach Drive",NA,"no","species","no",0.2
"Magnoliopsida","Myrtales","Onagraceae","Epilobium torreyi","Epilobium torreyi",5,"yes","native","unconfirmed","1977-07-05","1977","1961-06-28","1961","M.C. Melburn","UBC","V95206","Thetis Lake Park",NA,"no","species","no",0.25
"Magnoliopsida","Myrtales","Onagraceae","Ludwigia palustris","Ludwigia palustris",13,"yes","native","confirmed","2023-06-28","2023","1970-08-17","1970","A.&O. Ceska","RBCM","V155265","Begbie Lake: Goldstream watershed","Water Purslane","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Oenothera biennis","Oenothera biennis",10,"yes","exotic","new","2007-10-15","2007","2007-10-15","2007","K. Marr","RBCM","V198058","View Royal","Common Evening-Primrose","no","species","no",1
"Magnoliopsida","Myrtales","Onagraceae","Oenothera glazioviana","Oenothera glazioviana",12,"yes","exotic","confirmed","2007-07-25","2007","1958-07-12","1958","M.C. Melburn","RBCM","V101203","Saanich: West Saanich Road","Large-Flowered Evening-Primrose","no","species","no",0.985074626865672
"Polypodiopsida","Ophioglossales","Ophioglossaceae","Botrypus virginianus","Botrypus virginianus",1,"yes","native","new",NA,NA,NA,NA,"J.R. Anderson","WS","935bd03f-7405-40bb-8b6b-dfbb8bccaa54","Near Palmer",NA,"no","species","no",NA
"Polypodiopsida","Ophioglossales","Ophioglossaceae","Sceptridium multifidum","Sceptridium multifidum",7,"yes","native","confirmed","2008-02-03","2008","1932","1932","J. Kuijt","UBC","V96340","Teanook Lake","Leathery Grapefern","no","species","no",0.854700854700855
"Liliopsida","Asparagales","Orchidaceae","Calypso bulbosa var. occdentalis","Calypso bulbosa occidentalis",897,"no","native","new","2025-05-02","2025","1900-04-21","1900","J.R. Anderson","RBCM","V177686","Victoria; Craigflower Creek (=Deadman's River)","Western Fairy-Slipper","no","species","yes",1
"Liliopsida","Asparagales","Orchidaceae","Calypso bulbosa var. occidentalis","Calypso bulbosa",200,"yes","native","confirmed","2025-04-30","2025","1898-05-13","1898","jakerburton","PSM","161d694f-127c-4135-8b3c-ecbd648f23c2","Gold Stream.","Fairy-Slipper","no","species","yes",1
"Liliopsida","Asparagales","Orchidaceae","Cephalanthera austiniae","Cephalanthera austiniae",28,"yes","native","confirmed","2024-05-18","2024","1986-06-15","1986","T.C. Brayshaw","RBCM","V166503","Brentwood Bay, West Saanich Road","Phantom Orchid","no","species","no",0.974358974358974
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza maculata","Corallorhiza maculata",442,"yes","native","confirmed","2025-05-02","2025","1914-04-13","1914","Dr. C.F. Newcambe","MACF","622b34db-2725-4c12-af4a-3cde768794e9","Victoria","Spotted Coralroot","no","species","no",1
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza maculata var. maculata","Corallorhiza maculata maculata",14,"no","native","new","2022-07-08","2022","2020-06-13","2020","rwr","iNaturalist","https://www.inaturalist.org/observations/48476500","48.452675, -123.481042","Eastern Spotted Coralroot","no","species","yes",0.4
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza maculata var. occidentalis","Corallorhiza maculata occidentalis",69,"no","native","new","2024-05-28","2024","2016-04-19","2016","I. Cruikshank","iNaturalist","45216164","Victoria","Western Spotted Coralroot","no","species","yes",0.933333333333333
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza maculata var. ozettensis","Corallorhiza maculata ozettensis",24,"no","native","new","2024-06-07","2024","2017-06-12","2017","SeanPR","iNaturalist","101064210","Langford","Ozette Coralroot","no","species","yes",0.875
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza mertensiana","Corallorhiza mertensiana",40,"yes","native","confirmed","2025-04-27","2025","1919-07-12","1919","C.F. Newcombe","MACF","MACF033032","Victoria","Pacific Coralroot","no","species","no",1
"Liliopsida","Asparagales","Orchidaceae","Corallorhiza striata var. striata","Corallorhiza striata striata; Corallorhiza striata",39,"yes","native","confirmed","2025-04-30","2025","1908-05-20","1908","J.M. Macoun","F","V0413238F","Skirt Mountain, near Victoria","Striped Coralroot","no","species","no",1
NA,NA,"Orchidaceae","Cypripedium montanum","Cypripedium montanum",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","species","no",NA
"Liliopsida","Asparagales","Orchidaceae","Epipactis helleborine","Epipactis helleborine",735,"yes","exotic","confirmed","2025-04-28","2025","1921-01-01","1921","W. Burton","RBCM","V090159","Saanich: Shellies Crossing","Broad-Leaved Helleborine","no","species","no",NA
"Liliopsida","Asparagales","Orchidaceae","Goodyera oblongifolia","Goodyera oblongifolia",1134,"yes","native","confirmed","2025-04-28","2025","1908-07-28","1908","J.M. Macoun","F","V0422573F","Sidney","Western Rattlesnake Plantain","no","species","no",1
"Liliopsida","Asparagales","Orchidaceae","Neottia cordata","Neottia cordata",12,"yes","native","confirmed","2025-04-15","2025","1940-05-24","1940","D.C. Buckland","UBC","V82776","Glen Lake","Heartleaf Twayblade","no","species","no",1
"Liliopsida","Asparagales","Orchidaceae","Platanthera dilatata","Platanthera dilatata",2,"yes","native","unconfirmed","1912-05-19","1912","1912-05-19","1912","J.K. Henry","UBC","V26642","Victoria",NA,"no","species","no",0.18705035971223
